left-id,left-name,right-id,right-name,sequence
DBMET00296,para-Hydroxyrosiglitazone,DBMET01112,para-O-Sulfate rosiglitazone,2
DBMET00936,N-Desmethyl-ortho-hydroxy rosiglitazone,DBMET00937,N-Desmethyl-ortho-O-sulfate rosiglitazone,3
DBMET00938,N-Desmethyl-para-hydroxy rosiglitazone,DBMET01113,N-Desmethyl para-O-sulfate rosiglitazone,3
DB00414,Acetohexamide,DBMET00884,Hydroxyhexamide,1
DB00417,Phenoxymethylpenicillin,DBMET00758,6-aminopenicillanic acid,1
DB00417,Phenoxymethylpenicillin,DBMET00983,Penicilloic acid,1
DB00420,Promazine,DBMET01213,3-Hydroxypromazine,1
DB00420,Promazine,DBMET00107,Promazine 5-sulfoxide,1
DB00420,Promazine,DBMET00108,N-Desmethylpromazine,1
DB00420,Promazine,DBMET01728,N-Desmethyl promazine,1
DB00425,Zolpidem,DB00425,Zolpidem,1
DB00425,Zolpidem,DBMET01794,methoxyzolpidem,1
DB00425,Zolpidem,DBMET01238,Methoxyzolpidem derivative (M3),1
DB00425,Zolpidem,DBMET01239,Methoxyzolpidem derivative (M4),1
DB00425,Zolpidem,DBMET01240,Methoxyzolpidem derivative (M11),1
DBMET01239,Methoxyzolpidem derivative (M4),DBMET01241,Zolpidem carboxylic acid derivative (M2),2
DBMET01238,Methoxyzolpidem derivative (M3),DBMET01242,Zolpidem carboxylic acid derivative (M1),2
DB00426,Famciclovir,DBMET00463,6-oxo-famciclovir,1
DB00432,Trifluridine,DBMET00748,5-carboxy-2'-deoxyuridine,1
DB00437,Allopurinol,DBMET00414,oxypurinol,1
DB00439,Cerivastatin,DBMET00292,Hydroxycerivastatin,1
DB00439,Cerivastatin,DBMET00293,Desmethylcerivastatin,1
DB00441,Gemcitabine,DBMET01145,Gemcitabine Monophosphate,1
DBMET01145,Gemcitabine Monophosphate,DBMET00694,Difluorodeoxyuridine monophosphate,2
DBMET01145,Gemcitabine Monophosphate,DBMET00858,Gemcitabine diphosphate,2
DBMET00858,Gemcitabine diphosphate,DBMET00859,Gemcitabine triphosphate,3
DB00444,Teniposide,DBMET01761,Teniposide catechol,1
DB00444,Teniposide,DBMET01262,Teniposide catechol derivative,1
DBMET01262,Teniposide catechol derivative,DBMET01263,Teniposide o-quinone derivative,2
DB00448,Lansoprazole,DBMET01822,Hydroxylansoprazole,1
DB00448,Lansoprazole,DBMET00183,5-Hydroxylansoprazole,1
DB00448,Lansoprazole,DBMET00184,Lansoprazole sulfone,1
DB00455,Loratadine,DBMET00377,Descarboethoxyloratadine,1
DB00457,Prazosin,DBMET00766,"6-O-demethyl,7-O-demethyl,2-[1-piperazinyl]-4-amino-6,7-dimethoxyquinazoline",1
DB00457,Prazosin,DBMET00691,"2,4-diamino-6,7-dimethoxyquinazoline",1
DB00458,Imipramine,DBMET00255,Desipramine,1
DB00458,Imipramine,DBMET01957,Imipramine N-oxide,1
DB00458,Imipramine,DBMET01958,Imidodibenzyl Metabolite,1
DB00458,Imipramine,DBMET01959,Didemethylimipramine,1
DB00458,Imipramine,DBMET00254,2-hydroxyimipramine,1
DBMET00254,2-hydroxyimipramine,DBMET00680,2-hydroxy-imipramine glucuronide,2
DBMET00255,Desipramine,DBMET00314,2-hydroxydesipramine,2
DBMET01959,Didemethylimipramine,DBMET01961,10-hydroxydidemethylimipramine,2
DBMET00314,2-hydroxydesipramine,DBMET01956,2-hydroxydesipramine glucuronide,3
DB00461,Nabumetone,DBMET00764,6-methoxy-2-naphthylacetic acid,1
DB00461,Nabumetone,DBMET01710,4-hydroxy-4-(6-methoxy-2-naphthyl)-2-butanone,1
DB00465,Ketorolac,DBMET00978,4-hydroxy ketorolac,1
DB00468,Quinine,DBMET00383,3-hydroxyquinine,1
DB00469,Tenoxicam,DBMET00306,5'-Hydroxytenoxicam,1
DB00470,Dronabinol,DBMET01785,11-OH-delata-Tetrahydrocannabinol,1
DB00470,Dronabinol,DBMET01786,7-OH-delta-9-Tetrahydrocannabinol,1
DB00470,Dronabinol,DBMET01787,7alpha-OH-delta-9-Tetrahydrocannabinol,1
DB00470,Dronabinol,DBMET01788,8-OH-delta-9-Tetrahydrocannabinol,1
DB00470,Dronabinol,DBMET01789,8alpha-OH-delta-9-Tetrahydrocannabinol,1
DB00470,Dronabinol,DBMET00120,11-Hydroxy-delta-9-THC,1
DB00470,Dronabinol,DBMET00122,7-beta-Hydroxy-delta-9-THC,1
DB00470,Dronabinol,DBMET00123,7-alpha-Hydroxy-delta-9-THC,1
DB00470,Dronabinol,DBMET00124,8-Hydroxy-delta-9-THC,1
DB00470,Dronabinol,DBMET00125,8-beta-Hydroxy-delta-9-THC,1
DB00470,Dronabinol,DBMET00126,"9-alpha,10-alpha-epoxyhexahydrocannabinol",1
DBMET00124,8-Hydroxy-delta-9-THC,DBMET01220,"8,11-Dihydroxy-delta-9-THC",2
DBMET00120,11-Hydroxy-delta-9-THC,DBMET01220,"8,11-Dihydroxy-delta-9-THC",2
DBMET00120,11-Hydroxy-delta-9-THC,DBMET01221,11-Nor-9-carboxy-delta-9-THC,2
DB00471,Montelukast,DBMET01243,Montelukast metabolite M1,1
DB00471,Montelukast,DBMET01244,Montelukast metabolite M2a,1
DB00471,Montelukast,DBMET01245,Montelukast metabolite M2b,1
DB00471,Montelukast,DBMET01246,Montelukast metabolite M5a,1
DB00471,Montelukast,DBMET01247,Montelukast metabolite M5b,1
DB00471,Montelukast,DBMET01248,Montelukast metabolite M6a,1
DB00471,Montelukast,DBMET01249,Montelukast metabolite M6b,1
DB00471,Montelukast,DBMET01706,montelukast sulfoxide,1
DB00471,Montelukast,DBMET01707,21-Hydroxymontelukast,1
DB00471,Montelukast,DBMET01708,21(S)-Hydroxy Montelukast,1
DB00471,Montelukast,DBMET01709,"Montelukast 1, 2-Diol",1
DB00472,Fluoxetine,DBMET00507,Hippuric acid,1
DB00472,Fluoxetine,DBMET00857,Fluoxetine glucuronide,1
DB00472,Fluoxetine,DBMET00197,Norfluoxetine,1
DB00472,Fluoxetine,DBMET00198,para-Trifluoromethylphenol,1
DBMET00197,Norfluoxetine,DBMET01363,Norfluoxetine alcohol,2
DBMET00197,Norfluoxetine,DBMET00964,Norfluoxetine glucuronide,2
DBMET01363,Norfluoxetine alcohol,DBMET01364,Norfluoxetine acid,3
DB00476,Duloxetine,DBMET00750,"5-hydroxy, 6-methoxy duloxetine sulfate",1
DB00476,Duloxetine,DBMET00731,4-hydroxy duloxetine glucuronide,1
DB00477,Chlorpromazine,DBMET00312,hydroxychlorpromazine,1
DB00477,Chlorpromazine,DBMET00815,chlorpromazine-N-oxide,1
DB00477,Chlorpromazine,DBMET00822,dedimethylchlorpromazine,1
DB00477,Chlorpromazine,DBMET00825,demonomethylchlorpromazine,1
DB00477,Chlorpromazine,DBMET01627,Chlorpromazine S-oxide,1
DB00477,Chlorpromazine,DBMET00928,N-dedimethylchlorpromazine,1
DB00482,Celecoxib,DBMET01624,Hydroxy celecoxib,1
DB00482,Celecoxib,DBMET00165,Hydroxycelecoxib,1
DBMET00165,Hydroxycelecoxib,DBMET00810,Carboxycelecoxib,2
DBMET00810,Carboxycelecoxib,DBMET00813,Celecoxib glucuronide,3
DB00484,Brimonidine,DBMET00464,2-oxobrimonidine,1
DB00484,Brimonidine,DBMET00465,3-oxobrimonidine ,1
DB00487,Pefloxacin,DBMET00631,Norfloxacin,1
DB00487,Pefloxacin,DBMET00982,Pefloxacin N-oxide,1
DB00490,Buspirone,DBMET00354,1-Pyrimidinylpiperazine,1
DB00490,Buspirone,DBMET00477,Buspirone N-oxide,1
DB00490,Buspirone,DBMET00478,3′-Hydroxybuspirone,1
DB00490,Buspirone,DBMET00479,5-Hydroxybuspirone,1
DB00490,Buspirone,DBMET00480,6'-Hydroxybuspirone,1
DB00492,Fosinopril,DBMET01139,Fosinoprilat,1
DB00493,Cefotaxime,DBMET00646,Desacetyl-cefotaxime,1
DB00495,Zidovudine,DBMET00756,5’glucuronyl zidovudine,1
DB00495,Zidovudine,DBMET00718,3'-azido-3'-deoxy-5'- O-beta-D-glucopyranuronosylthymidine,1
DB00495,Zidovudine,DBMET00720,3’-amino-3’-deoxythimidine,1
DB00495,Zidovudine,DBMET00721,3’-amino-3’-deoxythimidine glucuronide,1
DB00497,Oxycodone,DBMET00321,oxymorphone,1
DB00497,Oxycodone,DBMET00342,noroxycodone,1
DB00499,Flutamide,DBMET00249,2-hydroxyflutamide,1
DB00500,Tolmetin,DBMET00652,Tolmetin glucuronide,1
DB00502,Haloperidol,DBMET00333,4-(4-Chlorophenyl)-1-[4-(4-fluorophenyl)-4-oxobutyl]-pyridinium (HPP+),1
DB00502,Haloperidol,DBMET00103,4-(4-chlorophenyl)-4-hydroxypiperidine,1
DB00502,Haloperidol,DBMET00104,Reduced haloperidol,1
DB00502,Haloperidol,DBMET00105,Haloperidol glucuronide,1
DB00502,Haloperidol,DBMET00106,"Haloperidol 1,2,3,6-tetrahydropyridine",1
DB00502,Haloperidol,DBMET01676,p-Fluorobenzoylpropionic acid and 4-(4-chlorophenyl)-4-hydroxypiperidine,1
DB00502,Haloperidol,DBMET00252,fluorobenzoylpropionic acid,1
DBMET00104,Reduced haloperidol,DBMET01211,Haloperidol reduced pyridinium ion derivative,2
DBMET00106,"Haloperidol 1,2,3,6-tetrahydropyridine",DBMET01212,Haloperidol pyridinium ion derivative,2
DBMET01211,Haloperidol reduced pyridinium ion derivative,DBMET01212,Haloperidol pyridinium ion derivative,3
DB00503,Ritonavir,DBMET01182,Ritonavir metabolite M1,1
DB00503,Ritonavir,DBMET01183,Ritonavir metabolite M11,1
DB00503,Ritonavir,DBMET00084,N-Desmethylritonavir,1
DB00503,Ritonavir,DBMET00385,Hydroxy Ritonavir,1
DB00507,Nitazoxanide,DBMET01012,Desacetyl-nitazoxanide,1
DB00507,Nitazoxanide,DBMET01013,Tizoxanide glucuronide,1
DB00509,Dextrothyroxine,DBMET00555,Thyroxine sulfate,1
DB00509,Dextrothyroxine,DBMET00586,Thyroxine glucuronide,1
DB00513,Aminocaproic Acid,DBMET00501,Adipic acid,1
DB00514,Dextromethorphan,DBMET00224,Dextrorphan,1
DB00514,Dextromethorphan,DBMET00225,3-Methoxymorphinan,1
DBMET00224,Dextrorphan,DBMET00595,Dextrorphan O-glucuronide,2
DBMET00224,Dextrorphan,DBMET01317,Dextrorphan sulfate,2
DBMET00224,Dextrorphan,DBMET01318,3-Hydroxymorphinan,2
DBMET00225,3-Methoxymorphinan,DBMET01318,3-Hydroxymorphinan,2
DBMET01318,3-Hydroxymorphinan,DBMET01319,3-Hydroxymorphinan O-glucuronide,3
DBMET01318,3-Hydroxymorphinan,DBMET01320,3-Hydroxymorphinan sulfate,3
DB00518,Albendazole,DBMET00790,albendazole sulfone,1
DB00518,Albendazole,DBMET00791,albendazole sulfoxide,1
DB00519,Trandolapril,DBMET01014,Trandolaprilat,1
DB00519,Trandolapril,DBMET00840,Diketopiperazine,1
DB00521,Carteolol,DBMET00311,8-Hydroxycarteolol,1
DB00530,Erlotinib,DBMET01790,2-(4-(3-Ethynylanilino)-6-(2-methoxyethoxy)quinazolin-7-yl)oxyethanol,1
DB00531,Cyclophosphamide,DBMET00019,4-Hydroxycyclophosphamide,1
DB00531,Cyclophosphamide,DBMET00020,Dechloroethyl cyclophosphamide,1
DB00531,Cyclophosphamide,DBMET00023,Chloroacetaldehyde,1
DBMET00019,4-Hydroxycyclophosphamide,DBMET01076,4-Ketocyclophosphamide,2
DBMET00019,4-Hydroxycyclophosphamide,DBMET00658,Aldophosphamide,2
DBMET00658,Aldophosphamide,DBMET01088,Carboxyphosphamide,3
DBMET00658,Aldophosphamide,DBMET01123,Alcophosphamide,3
DBMET00658,Aldophosphamide,DBMET01088,Carboxyphosphamide,3
DBMET00658,Aldophosphamide,DBMET01126,Acrolein,3
DBMET00658,Aldophosphamide,DBMET01147,Phosphoramide Mustard,3
DBMET01088,Carboxyphosphamide,DBMET01125,Nornitrogen mustard,4
DBMET01126,Acrolein,DBMET01146,Acrylic Acid,4
DBMET01147,Phosphoramide Mustard,DBMET01148,Phosphoramide Aziridinium,4
DB00532,Mephenytoin,DBMET00278,S-Nirvanol,1
DB00532,Mephenytoin,DBMET00056,Nirvanol,1
DB00532,Mephenytoin,DBMET00057,S-4-Hydroxymephenytoin,1
DB00532,Mephenytoin,DBMET01808,4'-Hydroxymephenytoin,1
DB00533,Rofecoxib,DBMET00169,5-Hydroxyrofecoxib,1
DB00533,Rofecoxib,DBMET00170,Dihydro-5-hydroxyrofecoxib,1
DB00533,Rofecoxib,DBMET00171,"Rofecoxib-threo-3,4-dihydrohydroxy acid",1
DB00533,Rofecoxib,DBMET00172,"Rofecoxib-erythro-3,4-dihydrohydroxy acid",1
DB00533,Rofecoxib,DBMET01838,5-OH-rofecoxib,1
DBMET00172,"Rofecoxib-erythro-3,4-dihydrohydroxy acid",DBMET01292,cis-Dihydrorofecoxib,2
DBMET00171,"Rofecoxib-threo-3,4-dihydrohydroxy acid",DBMET01293,trans-Dihydrorofecoxib,2
DBMET00170,Dihydro-5-hydroxyrofecoxib,DBMET00171,"Rofecoxib-threo-3,4-dihydrohydroxy acid",2
DBMET00169,5-Hydroxyrofecoxib,DBMET01294,5-Hydroxyrofecoxib O-glucuronide,2
DB00539,Toremifene,DBMET00394,N-desmethyltoremifene,1
DB00540,Nortriptyline,DBMET00052,E-10-Hydroxynortriptyline,1
DB00540,Nortriptyline,DBMET00053,Desmethylnortriptyline,1
DB00540,Nortriptyline,DBMET01719,E-10-OH-nortriptyline,1
DBMET00052,E-10-Hydroxynortriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,2
DBMET00053,Desmethylnortriptyline,DBMET00482,E-10-Hydroxydesmethylnortriptyline,2
DB00542,Benazepril,DBMET00801,benazeprilat,1
DB00543,Amoxapine,DBMET00775,7-hydroxyamoxapine,1
DB00543,Amoxapine,DBMET00776,8-hydroxyamoxapine,1
DB00546,Adinazolam,DBMET00280,desmethyladinazolam,1
DB00546,Adinazolam,DBMET00112,alpha-Hydroxyalprazolam,1
DB00546,Adinazolam,DBMET00632,Estazolam,1
DB00549,Zafirlukast,DBMET00307,Zafirlukast metabolite M5,1
DB00549,Zafirlukast,DBMET01791,3-hydroxycyclopentyl N-[3-({2-methoxy-4-[(2-methylbenzenesulfonyl)carbamoyl]phenyl}methyl)-1-methylindol-5-yl]carbamate,1
DB00549,Zafirlukast,DBMET01250,Zafirlukast metabolite M1,1
DBMET01250,Zafirlukast metabolite M1,DBMET01251,Zafirlukast metabolite M2,2
DBMET00307,Zafirlukast metabolite M5,DBMET01254,Zafirlukast metabolite M8,2
DBMET01251,Zafirlukast metabolite M2,DBMET01252,Zafirlukast metabolite M4,3
DBMET01254,Zafirlukast metabolite M8,DBMET01253,Zafirlukast metabolite M3,3
DBMET01252,Zafirlukast metabolite M4,DBMET01253,Zafirlukast metabolite M3,4
DB00554,Piroxicam,DBMET00304,5'-Hydroxypiroxicam,1
DB00555,Lamotrigine,DBMET00466,lamotrigine-2-N-glucuronide,1
DB00559,Bosentan,DBMET00133,Bosentan metabolite Ro 48-5033,1
DB00559,Bosentan,DBMET00134,Bosentan metabolite Ro 47-8634,1
DBMET00133,Bosentan metabolite Ro 48-5033,DBMET01237,Bosentan metabolite Ro 64-1056,2
DBMET00134,Bosentan metabolite Ro 47-8634,DBMET01237,Bosentan metabolite Ro 64-1056,2
DB00563,Methotrexate,DBMET00467,7-hydroxymethotrexate,1
DB00564,Carbamazepine,DBMET00291,"10,11-Epoxycarbamazepine",1
DB00564,Carbamazepine,DBMET00804,"Carbamazepine 2,3-epoxide",1
DB00564,Carbamazepine,DBMET00681,2-hydroxycarbamazepine,1
DB00564,Carbamazepine,DBMET01623,9-Hydroxycarbamazepine,1
DB00564,Carbamazepine,DBMET00710,3-hydroxycarbamazepine,1
DBMET00710,3-hydroxycarbamazepine,DBMET01101,"2,3-Dihydroxycarbamazepine",2
DBMET00804,"Carbamazepine 2,3-epoxide",DBMET00681,2-hydroxycarbamazepine,2
DBMET00804,"Carbamazepine 2,3-epoxide",DBMET00710,3-hydroxycarbamazepine,2
DBMET00291,"10,11-Epoxycarbamazepine",DBMET00806,"10,11-Dihydroxycarbamazepine",2
DBMET00681,2-hydroxycarbamazepine,DBMET00684,2-hydroxyiminostilbene,3
DBMET00681,2-hydroxycarbamazepine,DBMET01101,"2,3-Dihydroxycarbamazepine",3
DBMET01101,"2,3-Dihydroxycarbamazepine",DBMET00807,Carbamazepine-O-quinone,3
DBMET00684,2-hydroxyiminostilbene,DBMET01099,Carbamazepine iminoquinone,4
DB00565,Cisatracurium,DBMET00636,laudanosine,1
DB00565,Cisatracurium,DBMET00915,Monoquaternary acrylate,1
DB00568,Cinnarizine,DBMET01193,Cinnarizine metabolite M1,1
DB00568,Cinnarizine,DBMET01194,Cinnarizine metabolite M2,1
DB00568,Cinnarizine,DBMET01195,Benzophenone,1
DB00568,Cinnarizine,DBMET01196,Cinnarizine metabolite M4,1
DB00568,Cinnarizine,DBMET01630,Cinnamaldehyde,1
DB00568,Cinnarizine,DBMET01631,1-Cinnamylpiperazine,1
DB00570,Vinblastine,DBMET00398,Desacetylvinblastine,1
DB00571,Propranolol,DBMET00268,N-desisopropylpropranolol,1
DB00571,Propranolol,DBMET00310,4'-hydroxypropanolol,1
DB00573,Fenoprofen,DBMET00854,Fenoprofen glucuronide,1
DB00573,Fenoprofen,DBMET00744,4'-hydroxyfenoprofen glucuronide,1
DB00574,Fenfluramine,DBMET00316,norfenfluramine,1
DB00575,Clonidine,DBMET00468,4-Hydroxyclonidine,1
DB00580,Valdecoxib,DBMET00173,Valdecoxib N-glucuronide,1
DB00580,Valdecoxib,DBMET01338,Valdecoxib metabolite M2,1
DB00580,Valdecoxib,DBMET01344,Valdecoxib metabolite M1,1
DB00580,Valdecoxib,DBMET01349,Valdecoxib metabolite M9,1
DBMET01338,Valdecoxib metabolite M2,DBMET01339,Valdecoxib metabolite M2 glucuronide,2
DBMET01338,Valdecoxib metabolite M2,DBMET01340,Valdecoxib metabolite M7,2
DBMET01338,Valdecoxib metabolite M2,DBMET01342,Valdecoxib metabolite M5,2
DBMET01344,Valdecoxib metabolite M1,DBMET01345,Valdecoxib metabolite M1 glucuronide,2
DBMET01344,Valdecoxib metabolite M1,DBMET01342,Valdecoxib metabolite M5,2
DBMET01344,Valdecoxib metabolite M1,DBMET01346,Valdecoxib metabolite M4,2
DBMET01344,Valdecoxib metabolite M1,DBMET01347,Valdecoxib metabolite M3,2
DBMET01349,Valdecoxib metabolite M9,DBMET01347,Valdecoxib metabolite M3,2
DBMET01349,Valdecoxib metabolite M9,DBMET01350,Valdecoxib metabolite M9 glucuronide,2
DBMET01340,Valdecoxib metabolite M7,DBMET01341,Valdecoxib metabolite M8,3
DBMET01342,Valdecoxib metabolite M5,DBMET01343,Valdecoxib metabolite M5 glucuronide,3
DBMET01347,Valdecoxib metabolite M3,DBMET01348,Valdecoxib metabolite M3 glucuronide,3
DB00582,Voriconazole,DBMET00071,"UK-121,265 (Voriconazole N-oxide)",1
DB00582,Voriconazole,DBMET00072,4-Hydroxyvoriconazole,1
DB00582,Voriconazole,DBMET01773,Hydroxymethyl Voriconazole,1
DB00582,Voriconazole,DBMET01774,Voriconazole N-Oxide,1
DBMET00072,4-Hydroxyvoriconazole,DBMET01184,4-Hydroxyvoriconazole 4-O-glucuronide,2
DBMET00071,"UK-121,265 (Voriconazole N-oxide)",DBMET01185,"UK-51,060",2
DBMET01185,"UK-51,060",DBMET01186,"UK-215,364",3
DBMET01186,"UK-215,364",DBMET01187,Voriconazole O-glucuronide derivative (1),4
DB00583,L-Carnitine,DBMET00513,Trimethylamine N-oxide,1
DB00583,L-Carnitine,DBMET00521,[3H]-gamma-Butyrobetaine,1
DB00584,Enalapril,DBMET01269,Enalaprilat,1
DB00585,Nizatidine,DBMET00959,N2-monodes-methylnizatidine,1
DB00586,Diclofenac,DBMET01646,4'-OH-diclofenac,1
DB00586,Diclofenac,DBMET00144,4'-Hydroxydiclofenac,1
DB00586,Diclofenac,DBMET00145,Diclofenac acyl glucuronide,1
DB00586,Diclofenac,DBMET00146,3'-Hydroxydiclofenac,1
DB00586,Diclofenac,DBMET00147,5-Hydroxydiclofenac,1
DBMET00144,4'-Hydroxydiclofenac,DBMET01258,"4',5-Dihydroxydiclofenac",2
DBMET00147,5-Hydroxydiclofenac,DBMET01258,"4',5-Dihydroxydiclofenac",2
DB00588,Fluticasone propionate,DBMET00450,fluticasone 17beta-carboxylic acid,1
DB00592,Piperazine,DBMET00949,N-mononitrosopiperazine,1
DB00592,Piperazine,DBMET00950,N-nitroso-3-hydroxypyrrolidine,1
DB00601,Linezolid,DBMET01017,Hydroxyethyl glycine,1
DB00601,Linezolid,DBMET00797,aminoethoxyacetic acid,1
DB00603,Medroxyprogesterone acetate,DBMET00408,6β-Hydroxymedroxyprogesterone,1
DB00603,Medroxyprogesterone acetate,DBMET00409,2β-Hydroxymedroxyprogesterone,1
DB00603,Medroxyprogesterone acetate,DBMET00410,1β-Hydroxymedroxyprogesterone,1
DB00604,Cisapride,DBMET01632,3-(4-fluorophenoxy)propanal,1
DB00604,Cisapride,DBMET01633,3-Fluoro-4-hydroxycisapride,1
DB00604,Cisapride,DBMET01634,4-Fluoro-2- hydroxycisapride,1
DB00604,Cisapride,DBMET00355,norcisapride,1
DB00605,Sulindac,DBMET01002,Sulindac sulfide,1
DB00605,Sulindac,DBMET01003,Sulindac sulfone,1
DB00608,Chloroquine,DBMET01559,"(R)-chloroquine, N-desethyl",1
DB00609,Ethionamide,DBMET00850,Ethionamide sulphoxide,1
DB00613,Amodiaquine,DBMET00290,desethylamodiaquine,1
DB00614,Furazolidone,DBMET00639,beta-Hydroxyethylhydrazine,1
DB00614,Furazolidone,DBMET00706,3-amino-2-oxazolidone,1
DB00615,Rifabutin,DBMET00384,27-O-demethylrifabutin,1
DB00615,Rifabutin,DBMET00696,25-O-desacetyl rifabutin,1
DB00615,Rifabutin,DBMET00722,31-hydroxy rifabutin,1
DB00617,Paramethadione,DBMET00434,"5-ethyl-5-methyl-2,4-oxazolidinedione",1
DB00619,Imatinib,DBMET00025,N-desmethylimatinib (CGP74588),1
DB00619,Imatinib,DBMET00026,AFN911,1
DB00619,Imatinib,DBMET00027,CGP71422,1
DB00619,Imatinib,DBMET00028,CGP72383,1
DB00619,Imatinib,DBMET00931,n-demethylated piperazine,1
DB00622,Nicardipine,DBMET01832,De-benzylated nicardipine,1
DB00622,Nicardipine,DBMET01833,Dehydronicardipine,1
DB00623,Fluphenazine,DBMET01670,Fluphenazine sulfoxide,1
DB00624,Testosterone,DBMET01762,2alpha-hydroxytestosterone,1
DB00624,Testosterone,DBMET01763,2beta-hydroxytestosterone,1
DB00624,Testosterone,DBMET01764,15alpha-hydroxytestosterone,1
DB00624,Testosterone,DBMET01765,15beta-hydroxytestosterone,1
DB00624,Testosterone,DBMET01766,16alpha-hydroxytestosterone,1
DB00624,Testosterone,DBMET01767,16beta-hydroxytestosterone,1
DB00624,Testosterone,DB01536,Androstenedione,1
DB00624,Testosterone,DBMET00556,Testosterone sulfate,1
DB00624,Testosterone,DBMET00558,Dihydrotestosterone,1
DB00624,Testosterone,DBMET00562,Testosterone glucuronide,1
DB00624,Testosterone,DBMET00571,5-alpha-Dihydrotestosterone glucuronide,1
DB00624,Testosterone,DBMET00574,5a-Dihydrotestosterone sulfate,1
DB00624,Testosterone,DBMET00607,17-Hydroxyandrostane-3-glucuronide,1
DB00624,Testosterone,DBMET00392,6-beta-hydroxytestosterone,1
DB00624,Testosterone,DBMET00491,Estradiol,1
DB00625,Efavirenz,DBMET01653,8-OH-efavirenz,1
DB00628,Clorazepate,DBMET00246,Oxazepam,1
DB00628,Clorazepate,DBMET00113,Nordiazepam,1
DB00628,Clorazepate,DBMET00713,3-hydroxynordiazepam,1
DB00628,Clorazepate,DBMET00980,p-Hydroxynordiazepam,1
DB00629,Guanabenz,DB13410,Guanoxabenz,1
DB00631,Clofarabine,DBMET00419,clofarabind-5'-monophosphate,1
DB00635,Prednisone,DBMET00627,Prednisolone,1
DB00637,Astemizole,DBMET01618,6-Hydroxyastemizole,1
DB00637,Astemizole,DB06457,Tecastemizole,1
DB00637,Astemizole,DBMET01619,2-(4-hydroxyphenyl)acetaldehyde,1
DB00637,Astemizole,DBMET00350,desmethylastemizole,1
DB00638,Inulin,DBMET00554,Methane,1
DB00640,Adenosine,DBMET00485,Adenosine monophosphate,1
DB00640,Adenosine,DBMET00496,Inosine,1
DB00641,Simvastatin,DBMET01745,6'-beta-Hydroxysimvastatin,1
DB00641,Simvastatin,DBMET01746,"3', 5'-Dihydrodiol",1
DB00641,Simvastatin,DBMET01747,6'-exomethylene,1
DB00641,Simvastatin,DBMET00388,simvastatin hydroxy acid,1
DB00643,Mebendazole,DBMET00675,2-amino-5-benzoylbenzimidazole,1
DB00650,Leucovorin,DBMET00528,5-Methyltetrahydrofolate,1
DB00655,Estrone,DBMET00530,Estrone sulfate,1
DB00655,Estrone,DBMET00569,Estrone glucuronide,1
DB00655,Estrone,DBMET00332,4-hydroxyestrone,1
DB00655,Estrone,DBMET00615,2-Hydroxyestrone sulfate,1
DB00655,Estrone,DBMET00616,4-Hydroxyestrone sulfate,1
DB00655,Estrone,DBMET01659,2-OH-estrone,1
DB00655,Estrone,DBMET01660,4-OH-estrone,1
DB00655,Estrone,DBMET01661,6alpha-OH-estrone,1
DB00655,Estrone,DBMET01662,6beta-estrone,1
DB00655,Estrone,DBMET01663,7alpha-OH-estrone,1
DB00655,Estrone,DBMET01664,15alpha-OH-estrone,1
DB00655,Estrone,DBMET01665,16alpha-OH-estrone,1
DB00655,Estrone,DBMET01666,16beta-OH-estrone,1
DB00655,Estrone,DBMET00248,2-hydroxyestrone,1
DB00656,Trazodone,DBMET00325,4'-hydroxytrazodone glutathione ,1
DB00656,Trazodone,DBMET00344,m-chlorophenylpiperazine (m-CPP) ,1
DB00656,Trazodone,DBMET00860,Glucuonic acid,1
DB00656,Trazodone,DBMET00403,triazolopropionic acid,1
DB00656,Trazodone,DBMET00404,triazolopyridinone epoxide,1
DB00656,Trazodone,DBMET00405,4'-hydroxytrazodone ,1
DB00656,Trazodone,DBMET00976,Oxotriazolopyridinpropionic acid,1
DB00656,Trazodone,DBMET00487,Glutathione,1
DB00661,Verapamil,DBMET01779,D-702,1
DB00661,Verapamil,DBMET01617,"2-(3,4-dimethoxyphenyl)acetaldehyde",1
DB00661,Verapamil,DBMET00619,O-Desmethylverapamil (D-702),1
DB00661,Verapamil,DBMET00131,Verapamil metabolite D-617,1
DB00661,Verapamil,DBMET00132,Norverapamil,1
DB00661,Verapamil,DBMET00471,O-Desmethylverapamil (D-703),1
DBMET00619,O-Desmethylverapamil (D-702),DBMET01234,Verapamil metabolite D-620,2
DBMET00131,Verapamil metabolite D-617,DBMET01234,Verapamil metabolite D-620,2
DBMET00131,Verapamil metabolite D-617,DBMET01235,Verapamil metabolite PR-25,2
DBMET00132,Norverapamil,DBMET01236,Verapamil metabolite D-715 (PR-22),2
DBMET00132,Norverapamil,DBMET01234,Verapamil metabolite D-620,2
DB00668,Epinephrine,DBMET00537,Epinephrine sulfate,1
DB00668,Epinephrine,DBMET00591,Epinephrine glucuronide,1
DB00672,Chlorpropamide,DBMET01628,2-OH-chlorpropamide,1
DB00672,Chlorpropamide,DBMET01629,3-OH-chlorpropamide,1
DB00672,Chlorpropamide,DBMET00199,2-Hydroxychlorpropamide,1
DB00672,Chlorpropamide,DBMET00200,3-Hydroxychlorpropamide,1
DB00672,Chlorpropamide,DBMET00201,p-Chlorobenzene sulfonylurea,1
