approved,country,dosage-form,dpd-id,ema-product-code,ema-product-number,ended-marketing-on,fda-application-number,generic,labeller,name,ncd-id,ncd-product-code,over-the-counter,route,source,started-marketing-on,strngth
True,US,Capsule,,,,,ANDA062286,True,"Red Pharm Drug, Inc.",Dicloxacillin Sodium,,67296-0122,False,Oral,FDA NDC,2011-01-20,500 mg/1
True,Canada,Capsule,02384892,,,,,True,Teva,Teva-nabilone,,,False,Oral,DPD,2012-05-23,1.0 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Capsule,02126230,,,2013-09-09,,False,Eisai Limited,Hexalen,,,False,Oral,DPD,1995-12-31,50 mg
True,US,Solution,,,,,NDA205108,False,Arbor Pharmaceuticals,Sotylize,,24338-530,False,Oral,FDA NDC,2015-03-01,5 mg/mL
True,Canada,Tablet,02231492,,,,,True,Teva,Teva-buspirone,,,False,Oral,DPD,1997-09-02,10 mg
True,US,"Tablet, coated",,,,,ANDA203965,True,"Orient Pharma Co., Ltd.",Miglitol,,76333-127,False,Oral,FDA NDC,2015-07-31,100 mg/1
True,Canada,Tablet,02247803,,,,,True,Teva,Teva-fosinopril,,,False,Oral,DPD,2003-12-05,20 mg
True,Canada,"Powder, for solution",01989766,,,2005-08-01,,False,Hoechst Roussel Canada Inc.,Claforan Pws Inj 500mg/vial,,,False,Intramuscular; Intravenous,DPD,1982-12-31,500 mg
True,Canada,Tablet,02375559,,,,,True,Teva,Teva-entacapone,,,False,Oral,DPD,2012-03-29,200 mg
True,US,Capsule,,,,,ANDA078349,True,Cipla Limited,Zidovudine,,53104-0100,False,Oral,FDA NDC,2007-05-23,100 mg/1
True,US,"Tablet, extended release",,,,,NDA021513,False,Allergan,Enablex,,0430-0171,False,Oral,FDA NDC,2004-12-22,15 mg/1
True,US,"Capsule, extended release",,,,,NDA208090,False,"Collegium Pharmaceutical, Inc.",Xtampza ER,,24510-140,False,Oral,FDA NDC,2016-05-10,36 mg/1
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02230089,,,,,True,Teva,Teva-flutamide,,,False,Oral,DPD,1997-01-16,250 mg
True,US,"Tablet, film coated",,,,,ANDA074473,True,Mylan Pharmaceuticals,Tolmetin Sodium,,0378-0313,False,Oral,FDA NDC,1994-08-30,600 mg/1
True,US,Tablet,,,,2017-11-22,ANDA075285,True,Target Corporation.,Up and Up Acid Reducer,,11673-022,True,Oral,FDA NDC,2010-05-12,200 mg/1
True,Canada,Tablet,00768820,,,,,True,Teva,Teva-haloperidol,,,False,Oral,DPD,1988-12-31,20 mg
True,US,Kit,,,,,NDA208624,False,Abbvie,Viekira XR,,0074-0063,False,,FDA NDC,2016-07-22,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Powder, for suspension",,,,,NDA021498,False,"Romark Laboratories, L.C.",Alinia,,67546-212,False,Oral,FDA NDC,2002-11-22,100 mg/5mL
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,00009636,,,1996-09-09,,False,Boots Pharmaceuticals Ltd.,Choloxin Tablet 4mg,,,False,Oral,DPD,1960-12-31,4 mg
False,,,,,,,,False,,,,,False,,,,
True,US,"Injection, powder, lyophilized, for solution",,,,,ANDA202464,True,Heritage,Vancomycin Hydrocloride,,23155-220,False,Intravenous,FDA NDC,2011-11-29,10 g/80mL
False,US,"Paste, dentifrice",,,,,,False,"Solbin Co., Ltd",Solmeet denti doctor,,42352-8001,True,Dental,FDA NDC,2010-12-15,
True,US,Tablet,,,,,part341,False,Kramer Novis.,Zyncof,,52083-410,True,Oral,FDA NDC,2015-05-20,
True,Canada,Solution,02409194,,,,,True,Pharmascience Inc,PMS-cisplatin,,,False,Intravenous,DPD,,1 mg
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated",,,,,NDA020666,False,Central Texas Community Health Centers,Albenza,,76413-145,False,Oral,FDA NDC,1996-06-11,200 mg/1
True,US,"Tablet, film coated, extended release",,,,2018-02-28,NDA020591,False,"Greenstone, Llc",Trandolapril and Verapamil Hydrochloride ER,,59762-0152,False,Oral,FDA NDC,2015-02-25,
True,Canada,"Powder, for solution",02448823,,,,,False,Teva,Caspofungin Powder for Injection,,,False,Intravenous,DPD,,70 mg
True,US,Solution,,,,,ANDA075476,True,Sandoz,Carteolol Hydrochloride,,61314-238,False,Ophthalmic,FDA NDC,2000-01-05,10 mg/mL
False,,,,,,,,False,,,,,False,,,,
True,Canada,Capsule,02337649,,,,,False,Glaxosmithkline Inc,Toctino,,,False,Oral,DPD,2010-11-19,30 mg
True,Canada,Tablet,00888427,,,1998-08-12,,False,Rhone Poulenc Rorer,Zaroxolyn Tab 10mg,,,False,Oral,DPD,1974-12-31,10 mg
True,Canada,Powder,02029081,,,2014-02-20,,False,Glaxosmithkline Inc,Zeasorb AF,,,True,Topical,DPD,1994-12-31,1 %
True,Canada,Solution,02446227,,,,,True,Teva,Teva-oxaliplatin Injection,,,False,Intravenous,DPD,,5 mg
True,Canada,Suppository,02226391,,,,,True,Teva,Teva-proctosone,,,False,Rectal,DPD,1996-12-30,
False,,,,,,,,False,,,,,False,,,,
True,US,"Injection, solution",,,,,NDA020068,False,Clinigen Healthcare Ltd.,Foscavir,,76310-024,False,Intravenous,FDA NDC,2012-07-09,24 mg/mL
True,Canada,Tablet,02377713,,,,,True,Teva,Teva-erlotinib,,,False,Oral,DPD,2014-12-08,150 mg
True,Canada,"Powder, for solution",00013544,,,2000-11-26,,False,Carter Horner Corp.,Procytox Vial 200mg,,,False,Intravenous,DPD,1959-12-31,200 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02241108,,,2004-09-30,,False,"Merck Frosst Canada & Cie, Merck Frosst Canada & Co.",Vioxx Tab 25mg,,,False,Oral,DPD,1999-11-08,25 mg
False,,,,,,,,False,,,,,False,,,,
True,US,"Powder, for suspension",,,,,ANDA065259,True,Rebel Distributors,Cefdinir,,42254-127,False,Oral,FDA NDC,2007-05-01,250 mg/5mL
True,US,Tablet,,,,,NDA001546,False,Merck Sharp & Dohme Limited,Guanidine hydrochloride,,0085-0492,False,Oral,FDA NDC,1939-10-02,125 mg/1
True,Canada,Tablet,02427028,,,,,True,Vanc Pharmaceuticals Inc,Van-ciprofloxacin,,,False,Oral,DPD,2015-05-21,750 mg
True,Canada,Solution,02242986,,,,,False,Liebel Flarsheim Company Llc,Optimark,,,False,Intravenous,DPD,2001-08-20,330.9 mg
True,US,Tablet,,,,2017-08-15,NDA020497,False,G Tx,Fareston,,11399-005,False,Oral,FDA NDC,1997-06-30,60 mg/1
True,Canada,Capsule,02231782,,,,,True,Teva,Teva-nortriptyline,,,False,Oral,DPD,1998-09-10,25 mg
True,Canada,Solution,02183013,,,,,False,Pfizer,Vincristine Sulfate Injection USP,,,False,Intravenous,DPD,1997-08-07,1 mg
True,Canada,Tablet,02231551,,,,,True,Pharmascience Inc,PMS-benazepril,,,False,Oral,DPD,,20 mg
True,Canada,Tablet,00527092,,,1999-04-12,,False,Lederle Cyanamid Canada Inc.,Asendin Tab 50mg,,,False,Oral,DPD,1981-12-31,50 mg
True,US,Cream,,,,,NDA022259,False,Pierre Fabre Laboratories,Tolak,,64370-421,False,Topical,FDA NDC,2017-03-15,40 mg/g
True,Canada,Liquid,00404217,,,1999-08-11,,False,Organon Canada Ltd Ltee,Regonol Inj 5mg/ml,,,False,Intramuscular; Intravenous,DPD,1977-12-31,5 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Ointment,01990942,,,1999-08-11,,False,Hoechst Roussel Canada Inc.,Topicort Ointment 2.5mg/gm,,,False,Topical,DPD,1993-12-31,2.5 mg
False,US,"Tablet, coated",,,,2017-11-10,,False,Virtus Pharmaceuticals,Vp-zel,,76439-221,False,Oral,FDA NDC,2012-03-01,
True,US,"Tablet, film coated",,,,,ANDA090372,True,Dr Reddy's Laboratories,Zafirlukast,,55111-626,False,Oral,FDA NDC,2010-11-18,20 mg/1
True,US,Tablet,,,,2018-06-27,ANDA080172,True,Avera Mc Kennan Hospital,Propylthiouracil,,69189-2348,False,Oral,FDA NDC,2015-03-03,50 mg/1
True,US,Tablet,,,,,NDA018749,False,Mission Pharmacal,Lithostat,,0178-0500,False,Oral,FDA NDC,1983-05-31,250 mg/1
True,Canada,"Powder, for solution",02011247,,,1997-08-25,,False,"Parke Davis Division, Warner Lambert Canada Inc.",Nipent Pws 10mg/vial,,,False,Intravenous,DPD,1993-12-31,10 mg
True,US,"Injection, solution",,,,,NDA020969,False,Therakos,Uvadex,,64067-216,False,Extracorporeal,FDA NDC,1999-02-25,20 ug/mL
False,US,Kit,,,,2016-10-13,,False,Physician Therapeutics Llc,Therafeldamine,,68405-078,False,,FDA NDC,2011-03-03,
True,Canada,Tablet,02248234,,,,,True,Teva,Teva-lamotrigine,,,False,Oral,DPD,2004-01-16,150 mg
True,US,"Injection, solution",,,,,NDA020899,False,Ge Healthcare,Optison Perflutren Protein-Type A Microspheres,,0407-2707,False,Intravenous,FDA NDC,2002-01-02,
True,US,Capsule,,,,2017-04-14,NDA011459,False,Remedy Repack,Vistaril,,52125-001,False,Oral,FDA NDC,2013-03-11,50 mg/1
True,US,Powder,,,,,NDA021036,False,Glaxosmithkline Inc,Relenza,,0173-0681,False,Respiratory (inhalation),FDA NDC,1999-09-22,5 mg/1
True,US,"Tablet, film coated",,,,,NDA021290,False,Actelion,Tracleer,,66215-102,False,Oral,FDA NDC,2001-11-20,125 mg/1
True,US,"Injection, powder, lyophilized, for solution",,,,,NDA021821,False,"Wyeth Pharmaceuticals Llc, a Subsidiary of Pfizer Inc.",Tygacil,,0008-4994,False,Intravenous,FDA NDC,2017-02-08,50 mg/5mL
True,Canada,Liquid,02041839,,,2001-04-23,,False,Wyeth Ayerst Canada Inc.,Dopram Injectable Liq 20mg/ml,,,False,Intravenous,DPD,1994-12-31,20 mg
False,,,,,,,,False,,,,,False,,,,
True,US,Solution,,,,,NDA208400,False,"Silvergate Pharmaceuticals, Inc.",Xatmep,,52652-2001,False,Oral,FDA NDC,2017-05-01,2.5 mg/mL
True,Canada,Tablet,00782718,,,,,True,Teva,Teva-carbamazepine,,,False,Oral,DPD,1988-12-31,200 mg
True,Canada,Liquid,02229423,,,2008-06-06,,False,Abbott,Nimbex 10mg/ml,,,False,Intravenous,DPD,1997-03-17,10 mg
True,US,Capsule,,,,,NDA019998,False,Recordati Rare Diseases Inc,Chemet,,55292-201,False,Oral,FDA NDC,2013-08-21,100 mg/1
True,Canada,"Powder, for suspension",00342092,,,,,True,Teva,Teva-cephalexin 250,,,False,Oral,DPD,1982-12-31,250 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Solution,02406918,,,,,False,Dr Reddy's Laboratories,Fondaparinux Sodium Injection,,,False,Subcutaneous,DPD,,10 mg
True,Canada,Solution,02401460,,,,,False,Teva,Vinblastine Sulphate Injection,,,False,Intravenous,DPD,2013-02-08,1 mg
True,Canada,Tablet,00496502,,,,,True,Teva,Teva-propranolol,,,False,Oral,DPD,1981-12-31,80 mg
False,US,Elixir,,,,2016-10-13,,False,Seton Pharmaceuticals,Se-donna Pb Hyos,,13925-158,False,Oral,FDA NDC,2011-05-09,
True,US,"Tablet, film coated",,,,,ANDA072267,True,Wraser Llc,ProFeno,,66992-471,False,Oral,FDA NDC,2017-09-29,600 mg/1
True,Canada,Tablet,02043351,,,1998-08-13,,False,Wyeth Ayerst Canada Inc.,Pondimin Tab 20mg,,,False,Oral,DPD,1996-09-23,20 mg
True,Canada,Tablet,02046121,,,,,True,Teva,Teva-clonidine,,,False,Oral,DPD,1993-12-31,0.1 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02444720,,,,,True,Vanc Pharmaceuticals Inc,Van-valacyclovir,,,False,Oral,DPD,,500 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,00432407,,,,,False,Hexim Pharmaceuticals Inc,Sanorex,,,False,Oral,DPD,1980-12-31,1 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Syrup,02241028,,,,,False,"Pharmacare Ltd., South Africa",Woodward's Laxative Syrup,,,True,Oral,DPD,,3.3 g
True,Canada,"Powder, for solution",02381966,,,,,False,Sandoz Canada Incorporated,Voriconazole for Injection,,,False,Intravenous,DPD,2014-04-30,200 mg
False,US,Injection,,,,,,False,Perdido Key Health And Wellness Inc,Lipovite,,70104-128,False,Intramuscular,FDA NDC,2015-11-23,
True,Canada,Tablet,00708879,,,,,False,Merck Ltd.,Vasotec,,,False,Oral,DPD,1987-12-31,4 mg
True,Canada,Capsule,02177714,,,,,True,Pharmascience Inc,PMS-nizatidine 150mg Capsules,,,False,Oral,DPD,1998-04-28,150 mg
True,US,Capsule,,,,,NDA204592,False,"Iroko Pharmaceuticals, LLC",Zorvolex,,42211-204,False,Oral,FDA NDC,2013-10-31,35 mg/1
False,,,,,,,,False,,,,,False,,,,
True,US,"Spray, metered",,,,,NDA209022,False,"Opti Nose Us, Inc.",Xhance,,71143-375,False,Nasal,FDA NDC,2017-10-03,93 ug/1
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02242730,,,,,True,Teva,Teva-doxazosin,,,False,Oral,DPD,2000-09-01,4 mg
True,US,Kit,,,,,,True,Solutech Pharmaceuticals Llc,Xilapak,,70350-5218,False,,FDA NDC,2017-11-01,
True,Canada,Liquid,00109746,,,1998-07-02,,False,Les Produits Gerbex Inc.,Versol 100mg,,,False,Oral,DPD,1970-12-31,100 mg
True,Canada,Syrup,00023485,,,,,False,Erfa Canada 2012 Inc,Zarontin Syr 250mg/5ml,,,False,Oral,DPD,1964-12-31,250 mg
True,Canada,Tablet,02242092,,,2003-07-28,,True,Laboratoire Riva Inc,Riva-amilzide 5/50 mg,,,False,Oral,DPD,2000-05-23,
False,,,,,,,,False,,,,,False,,,,
True,US,Kit,,,,,NDA019967,False,Ranbaxy Inc.,Ultravate X,,10631-121,False,,FDA NDC,2012-07-09,
True,Canada,Liquid,02016087,,,1998-07-30,,False,"Squibb Diagnostics, Division Of Bristol Myers Squibb Canada Inc.",Prohance Liq IV 279.3mg/ml,,,False,Intravenous,DPD,1993-12-31,279.3 mg
True,Canada,Tablet,01924931,,,1998-07-31,,False,Glaxo Canada Inc,Trandate Tab 200mg,,,False,Oral,DPD,1984-12-31,200 mg
True,Canada,"Powder, for solution",00038415,,,,,False,"Hospira, Inc.",Pentothal Sodium Pws 5gm,,,False,Intravenous,DPD,1975-12-31,5 g
True,Canada,Cream,01966391,,,2014-07-30,,False,Valeant Canada Lp Valeant Canada S.E.C.,Benoquin Crm 20%,,,True,Topical,DPD,1993-12-31,20 %
True,Canada,Tablet,02243684,,,,,False,Pfizer,Zyvoxam 600 mg,,,False,Oral,DPD,2001-04-06,600 mg
True,US,Tablet,,,,,NDA050742,False,"Department Of State Health Services, Pharmacy Branch",Stromectol,,55695-019,False,Oral,FDA NDC,1996-11-22,3 mg/1
True,Canada,Tablet,02221306,,,,,True,Teva,Teva-medroxyprogesterone,,,False,Oral,DPD,1997-01-07,10 mg
True,Canada,Tablet,00836311,,,2000-08-25,,False,"Janssen Pharmaceutica, Division Of Janssen Ortho Inc.",Prepulsid Tab 5mg,,,False,Oral,DPD,1990-12-31,5 mg
True,Canada,Tablet,00745596,,,,,True,Teva,Teva-sulindac,,,False,Oral,DPD,1988-12-31,200 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,"Powder, for solution",02043785,,,1998-08-13,,False,Wyeth Ayerst Canada Inc.,Unipen Injection Pws 500mg/vial,,,False,Intramuscular; Intravenous,DPD,1994-12-31,500 mg
True,Canada,Tablet,00021261,,,,,True,Teva,Teva-chloroquine,,,False,Oral,DPD,1968-12-31,250 mg
True,US,"Tablet, film coated",,,,,NDA013026,False,"Wyeth Pharmaceuticals Inc., a subsidiary of Pfizer Inc.",Trecator,,0008-4117,False,Oral,FDA NDC,2004-11-08,250 mg/1
False,,,,,,,,False,,,,,False,,,,
True,Canada,"Aerosol, metered; Liquid",02113031,,,2004-08-04,,False,Bristol Myers Squibb,Stadol NS - 10mg/ml Aem-liq,,,False,Nasal,DPD,1994-12-31,10 mg
True,US,"Tablet, film coated",,,,,NDA020186,False,Teva Women's Health,Ziac,,51285-050,False,Oral,FDA NDC,1993-03-26,
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,Capsule,,,,,ANDA090033,True,Lupin Pharmaceuticals,Rifabutin,,68180-285,False,Oral,FDA NDC,2014-03-26,150 mg/1
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,US,"Tablet, film coated",,,,,ANDA065447,True,Golden State Medical Supply,Demeclocycline Hydrochloride,,60429-663,False,Oral,FDA NDC,2016-02-05,150 mg/1
True,Canada,Tablet,02399814,,,,,True,Teva,Teva-imatinib,,,False,Oral,DPD,2013-05-22,400 mg
True,US,Kit,,,,,NDA208845,False,"Flexion Therapeutics, Inc.",Zilretta,,70801-003,False,Intra-articular,FDA NDC,2017-10-06,
True,US,Tablet,,,,,ANDA077827,True,Amerincan Health Packaging,Oxandrolone,,68084-425,False,Oral,FDA NDC,2015-03-30,10 mg/1
True,US,Injection,,,,,NDA022276,False,West Ward Pharmaceutical,Nicardipine Hydrochloride,,0143-9593,False,Intravenous,FDA NDC,2012-03-02,2.5 mg/mL
True,Canada,Solution,02211165,,,2004-07-30,,True,Rhodiapharm Inc,Rho-fluphenazine Decanoate Inj.conc-100mg/ml,,,False,Intramuscular; Subcutaneous,DPD,1996-11-28,100 mg
True,US,"Gel, metered",,,,,NDA204399,False,"Upsher Smith Laboratories, Llc",Vogelxo,,0245-0872,False,Topical,FDA NDC,2014-06-09,12.5 mg/1
True,Canada,Tablet,02393549,,,,,True,Teva,Teva-efavirenz/emtricitabine/tenofovir,,,False,Oral,DPD,2017-07-26,
True,US,Cream,,,,,part333B,False,Zapatol Corp.,Zapotol Bacitracin,,59428-135,True,Topical,FDA NDC,2014-08-06,500 [USP'U]/g
True,Canada,Powder,02200724,,,1997-07-22,,False,Ast Research,Vyo Cylate - Pwr,,,True,Oral,DPD,1996-12-31,
True,US,Tablet,,,,2016-10-13,NDA017105,False,Recordati Rare Diseases Inc,Tranxene T-Tab,,55292-303,False,Oral,FDA NDC,1972-06-23,15 mg/1
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02428733,,,,,True,Vanc Pharmaceuticals Inc,Van-alendronate,,,False,Oral,DPD,2015-06-22,70 mg
True,EU,"Injection, solution, concentrate",,EMEA/H/C/000613,EU/1/06/334/005,,,False,Genzyme Europe Bv,Evoltra,,,False,Intravenous,EMA,2006-05-29,1 mg/ml
True,Canada,Cream,02245677,,,,,False,Glaxosmithkline Inc,Abreva,,,True,Topical,DPD,2005-08-15,10 %
True,Canada,Solution,02437147,,,,,False,Pfizer,Precedex,,,False,Intravenous,DPD,2016-05-09,4 mcg
False,US,Lotion,,,,2017-11-18,,False,Stratus Pharmaceuticals,Zencia Wash,,58980-336,False,Topical,FDA NDC,2010-08-10,
True,Canada,Tablet,00271381,,,2013-07-30,,False,Valeant Canada Lp Valeant Canada S.E.C.,Winpred Tab 5mg,,,False,Oral,DPD,1985-12-31,5 mg
True,Canada,Capsule,00337382,,,2005-08-10,,True,Novopharm Limited,Novo-fibrate Cap 500mg,,,False,Oral,DPD,1976-12-31,500 mg
True,Canada,Tablet,00610089,,,1997-08-12,,False,"Janssen Pharmaceutica, Division Of Janssen Ortho Inc.",Hismanal Tab 10mg,,,False,Oral,DPD,1984-12-31,10 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Cream,02248417,,,2014-01-15,,False,Ferring Pharmaceuticals,Gynazole.1,,,False,Vaginal,DPD,2004-04-20,2 %
False,US,Liquid,,,,,,False,Lucasns,Youngcellogy Aios Ampoule,,72332-020,True,Topical,FDA NDC,2018-05-01,
True,Canada,Tablet,02300974,,,2014-06-16,,True,Zymcan Pharmaceuticals Inc,Zym-simvastatin,,,False,Oral,DPD,2009-02-26,80 mg
True,Canada,"Powder, for solution",02429209,,,,,True,"Taro Pharmaceuticals, Inc.",Taro-pemetrexed,,,False,Intravenous,DPD,2017-02-15,500 mg
True,Canada,Tablet,00556734,,,,,False,Janssen Pharmaceuticals,Vermox Tablets 100 mg,,,False,Oral,DPD,1982-12-31,100 mg
True,Canada,"Liquid; Powder, for solution",02126702,,,,,False,"Emd Serono, A Division Of Emd Inc., Canada",Relisorm 500 for Inj.-pws Liq-kit IV Sc,,,False,Intravenous; Subcutaneous,DPD,1994-12-31,
True,Canada,Gel,02034859,,,2006-07-12,,False,Del Pharmaceuticals Inc.,Tanac Medicated Gel,,,True,Topical,DPD,1994-12-31,
True,Canada,Ointment,00717029,,,,,False,"Taro Pharmaceuticals, Inc.",Viaderm Kc Ont,,,False,Topical,DPD,1983-12-31,
True,US,Tablet,,,,2015-12-29,,True,Amerincan Health Packaging,Propoxyphene Napsylate and Acetaminophen,,68084-393,False,Oral,FDA NDC,2009-09-25,
True,EU,Tablet,,EMEA/H/C/000521,EU/1/04/273/001,,,False,Laboratoire HRA Pharma,Lysodren,,,False,Oral,EMA,2004-04-28,500 mg
True,Canada,Capsule,02216116,,,,,False,Bristol Myers Squibb,Zerit - Cap 40mg,,,False,Oral,DPD,1996-07-30,40 mg
False,US,Capsule,,,,,,False,"South Coast Specialty Compounding, Inc. D/B/A Park Compounding",Pyrimethamine Leucovorin,,70260-480,False,Oral,FDA NDC,2015-11-30,
True,Canada,Tablet,00026840,,,1999-09-27,,False,Rougier Pharma Division Of Ratiopharm Inc,Protophylline Tab 200mg,,,False,Oral,DPD,1962-12-31,200 mg
True,Canada,Liquid,02139014,,,,,False,Sanofi Synthelabo,Talwin - Liq 30mg/ml,,,False,Intramuscular; Intravenous; Subcutaneous,DPD,1967-12-31,30 mg
True,Canada,Solution,02065665,,,2006-07-17,,False,Fresenius Kabi Ab,Vamin N,,,False,Intravenous,DPD,1995-12-31,
True,Canada,Solution,02231493,,,,,False,Pfizer,Xalatan,,,False,Ophthalmic,DPD,1997-07-28,50 mcg
True,Canada,Cream,00006149,,,2004-08-23,,False,"Desbergers LtÉe, Division Of Technilab Inc.",Oestrilin Creme Vaginale 1mg,,,False,Vaginal,DPD,1968-12-31,1 mg
True,Canada,Tablet,02325128,,,2014-06-16,,True,Zymcan Pharmaceuticals Inc,Zym-trazodone,,,False,Oral,DPD,2009-06-23,100 mg
True,US,Tablet,,,,,ANDA204054,True,Turing Pharmaceuticals,Vecamyl,,69413-558,False,Oral,FDA NDC,2013-03-19,2.5 mg/1
False,EU,"Tablet, film coated",,EMEA/H/C/003968,EU/1/14/953/001,2018-03-27,,False,Genzyme Europe Bv,Tasermity,,,False,Oral,EMA,2015-02-26,800 mg
True,Canada,"Tablet, delayed release",02293269,,,,,False,Mylan Pharmaceuticals,Campral,,,False,Oral,DPD,2007-07-30,333 mg
True,US,Tablet,,,,,NDA013217,False,"Physicians Total Care, Inc.",Skelaxin,,54868-4733,False,Oral,FDA NDC,2003-01-30,800 mg/1
True,US,"Capsule, extended release",,,,2016-10-26,NDA020943,False,Ucb Inc,Verelan PM,,0091-4087,False,Oral,FDA NDC,1998-11-25,300 mg/1
True,US,Capsule,,,,,ANDA076570,True,"Physicians Total Care, Inc.",Trimethobenzamide Hydrochloride,,54868-5741,False,Oral,FDA NDC,2007-01-05,300 mg/1
True,Canada,Solution / drops,02242737,,,,,True,Pharmascience Inc,PMS-flumethasone-clioquinol,,,False,Auricular (otic),DPD,,
False,,,,,,,,False,,,,,False,,,,
True,US,Tablet,,,,,ANDA207631,True,"ANI Pharmaceuticals, Inc.",Nilutamide,,62559-173,False,Oral,FDA NDC,2016-07-18,150 mg/1
True,Canada,Liquid,01908421,,,1996-09-30,,False,Syntex Inc.,Synarel Nas Sol 2mg/ml,,,False,Nasal,DPD,1991-12-31,2 mg
True,US,"Injection, solution",,,,,NDA020971,False,Carestream Health Inc.,Zorcaine,,31382-830,False,Subcutaneous,FDA NDC,2011-09-01,
True,US,"Injection, solution",,,,,NDA208223,False,"Promius Pharma, LLC",ZEMBRACE SymTouch,,67857-809,False,Subcutaneous,FDA NDC,2016-02-22,3 mg/1
True,Canada,Tablet,00608998,,,1996-09-09,,False,Boehringer Ingelheim (Canada) Ltd Ltee,Gastrozepin Tab 50mg,,,False,Oral,DPD,1984-12-31,50 mg
True,Canada,Tablet,02195976,,,1999-08-12,,False,Rhone Poulenc Rorer,Suprax - Tab 200mg,,,False,Oral,DPD,1990-12-31,200 mg
True,Canada,Tablet,00021350,,,2010-09-10,,True,Novopharm Limited,Novo-propamide 250mg,,,False,Oral,DPD,1969-12-31,250 mg
True,Canada,Capsule; Kit,02298813,,,,,False,Merck Ltd.,Emend Tri-pack,,,False,Oral,DPD,2007-09-24,
True,Canada,"Capsule, extended release",02377969,,,,,True,Teva,Teva-galantamine ER,,,False,Oral,DPD,2012-01-06,16 mg
True,Canada,Tablet,00851973,,,,,True,Teva,Teva-tamoxifen,,,False,Oral,DPD,1990-12-31,20 mg
False,,,,,,,,False,,,,,False,,,,
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,02427044,,,,,True,Vanc Pharmaceuticals Inc,Van-losartan-hctz,,,False,Oral,DPD,,
True,Canada,Tablet,00431141,,,2003-07-18,,False,Duchesnay Inc.,Thioridazine Tab 50mg,,,False,Oral,DPD,1978-12-31,50 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,"Powder, for solution",00029149,,,,,False,Bristol Myers Squibb,Fungizone Intravenous Injection 50mg,,,False,Intravenous,DPD,1958-12-31,50 mg
True,Canada,Tablet,00010308,,,2000-08-03,,False,"Merck Frosst Canada & Cie, Merck Frosst Canada & Co.",Warfilone Tab 5mg,,,False,Oral,DPD,1963-12-31,5 mg
True,Canada,Liquid,00766011,,,2004-06-28,,False,Hoffmann La Roche,Versed Inj 5mg/ml,,,False,Intramuscular; Intravenous,DPD,1988-12-31,5 mg
True,US,Suspension / drops,,,,,NDA050804,False,Bauch & Lomb Incorporated,Zylet,,24208-358,False,Ophthalmic,FDA NDC,2004-12-14,
True,Canada,Tablet,02239192,,,2001-11-22,,False,Pfizer,Trovan Tablets 200mg,,,False,Oral,DPD,1998-12-23,200 mg
True,US,"Capsule, gelatin coated",,,,,NDA020193,False,Cardinal Health,Elmiron,,55154-0553,False,Oral,FDA NDC,1996-09-26,100 mg/1
True,US,Tablet,,,,,ANDA040425,True,Teva,Fludrocortisone Acetate,,0555-0997,False,Oral,FDA NDC,2003-02-14,.1 mg/1
True,Canada,Capsule,02433680,,,,,True,Vanc Pharmaceuticals Inc,Van-mycophenolate,,,False,Oral,DPD,2015-07-22,250 mg
False,,,,,,,,False,,,,,False,,,,
True,Canada,Tablet,00483818,,,2011-07-22,,False,Axxess Pharma Inc.,Somnol 30mg,,,False,Oral,DPD,1981-12-31,30 mg
True,US,"Tablet, film coated",,,,,NDA020312,False,Ucb Inc,Univasc,,0091-3707,False,Oral,FDA NDC,1995-07-15,7.5 mg/1
True,Canada,"Powder, for solution",00005193,,,,,False,Novartis,Rogitine 5mg/vial,,,False,Intramuscular; Intravenous,DPD,1953-12-31,5 mg
True,Canada,Strip,00687812,,,,,True,Odan Laboratories Ltd,Odan-fluorets,,,False,Ophthalmic,DPD,1986-12-31,1 mg
True,US,"Injection, powder, lyophilized, for suspension",,,,,NDA209401,False,Jazz Pharmaceuticals,Vyxeos,,68727-745,False,Intravenous,FDA NDC,2017-08-03,
True,Canada,Tablet,00344079,,,1996-09-09,,False,Carter Horner Corp.,Uritol Tab,,,False,Oral,DPD,1976-12-31,40 mg
