drugbank-id,kind,source,value
APRD00652,Melting Point,"von Brachel, H. and Kindler, H.; U.S. Patent 3,424,752; January 28, 1969; assigned to Casella Farbwerke Mainkur AG",168
APRD00652,logP,"HANSCH,C ET AL. (1995)",2.73
APRD01230,Water Solubility,,Soluble (5510 mg/L)
APRD01230,Melting Point,PhysProp,206.5-207 °C
APRD01230,logP,"BURGOT,G ET AL. (1990)",0.24
APRD00222,Water Solubility,,21.4 mg/L
APRD00222,Melting Point,,201.5-202.5 °C
APRD00222,logP,"TAKACS-NOVAK,K 1995 (IN PRESS)",2.63
APRD01117,Water Solubility,,Soluble
APRD01117,Melting Point,,114 °C
APRD01117,logP,,-2.7
APRD01117,pKa,,5.9
APRD00526,Water Solubility,,Insoluble
APRD00526,Melting Point,,149-153 °C
APRD00526,logP,,6.3
APRD00854,Water Solubility,,Soluble
APRD00854,logP,,-0.5
APRD00416,logP,,2.8
APRD00449,Water Solubility,PHYSICIANS DESK REFERENCE (2003),2.01E+004 mg/L (at 25 °C)
APRD00449,Melting Point,PhysProp,113-115 °C
APRD00449,logP,"HANSCH,C ET AL. (1995)",0.05
APRD00449,caco2 Permeability,"ADME Research, USCD",-5.16
APRD00903,logP,,4.5
APRD00387,Water Solubility,,100 mg/ml
APRD00387,Melting Point,PhysProp,219 °C
APRD00387,logP,,0.3
APRD00166,Water Solubility,,27 mg/L (at 20 °C)
APRD00166,Melting Point,PhysProp,150 °C
APRD00166,logP,"HANSCH,C ET AL. (1995)",2.90
APRD00984,Water Solubility,,9.45 mg/L
APRD00984,Melting Point,"Gold, E.H.; U.S. Patent 3,847,988; November 12, 1974; assigned to Schering Corp.",111.5-112.5
APRD00984,logP,"MORRIS,JJ ET AL. (1991)",3.35
APRD01268,Water Solubility,,222 mg/L
APRD01268,Melting Point,PhysProp,156 dec °C
APRD01268,logP,SANGSTER (1993),2.79
APRD01268,pKa,,3.5
APRD00568,Water Solubility,"MCFARLAND,JW ET AL. (2001)",9380 mg/L (at 25 °C)
APRD00568,Melting Point,PhysProp,142 °C
APRD00568,logP,"HANSCH,C ET AL. (1995)",0.40
APRD00568,logS,"ADME Research, USCD",-1.35
APRD00568,caco2 Permeability,"ADME Research, USCD",-5.89
APRD00568,pKa,"TOMLINSON,E & HAFKENSCHEID,TL (1986)",6.8
APRD00538,Water Solubility,https://pubchem.ncbi.nlm.nih.gov/compound/haloperidol,14 mg/L (at 25 °C)
APRD00538,Melting Point,MSDS,148
APRD00538,logP,https://pubchem.ncbi.nlm.nih.gov/compound/haloperidol,4.3
APRD00538,logS,https://pubchem.ncbi.nlm.nih.gov/compound/haloperidol,-4.43
APRD00538,pKa,"EL TAYAR,N ET AL. (1985)",8.66
APRD00312,Water Solubility,MSDS,Practically insoluble
APRD00312,logP,,3.9
APRD00733,Water Solubility,,633 mg/L
APRD00733,Melting Point,PhysProp,181 °C
APRD00733,logP,"HANSCH,C ET AL. (1995)",3.48
APRD00286,Water Solubility,,11 mg/mL
APRD00286,Melting Point,,181.5 °C
APRD00286,logP,,1.17
APRD00558,Water Solubility,[L1417],1.89e-04
APRD00558,Melting Point,[L1417],202 °C 
APRD00558,Boiling Point,[L1417],394
APRD00558,logP,[L1417],1.63 
APRD00465,logP,BIOBYTE (1995),5.54
APRD00465,logS,"ADME Research, USCD",-5.3
APRD00911,Melting Point,,235-236 °C
APRD00911,logP,,4
APRD01334,Water Solubility,"MEYLAN,WM et al. (1996)",0.0274 mg/L at 25 °C
APRD01334,logP,,3.7
EXPT03217,logP,,-3.1
DB04134,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",5.05E+005 mg/L (at 25 °C)
DB04134,Melting Point,PhysProp,205 °C
DB04134,logP,"HANSCH,C ET AL. (1995)",-2.95
DB04134,pKa,"KORTUM,G ET AL (1961)",4.43 (at 25 °C)
APRD00655,Water Solubility,,74.7 mg/L
APRD00655,Melting Point,"Schnider, O. and Grussner, A,; US. Patent 2,676,177; April 20, 1954; assigned to Hoffrnann-La Roche Inc.",122-124
APRD00655,logP,,3.6
APRD00359,Water Solubility,"AMUNDSEN,AR & STERN,EW (1982)",2530 mg/L (at 25 °C)
APRD00359,Melting Point,PhysProp,270 dec °C
APRD00359,logP,"HANSCH,C ET AL. (1995)",-2.19
APRD00819,Water Solubility,,Soluble
APRD00800,Water Solubility,,1600 mg/L
APRD00800,Melting Point,"Weiner, N. and Gordon, S.M.; US. Patent 2,962,499; November 29,1960; assigned to Endo
Laboratories, Inc.",329 °C
APRD00800,logP,,0.60
APRD00782,Water Solubility,,Practically insoluble
APRD00782,Melting Point,"Gyurik, R.J. and Theodorides, VJ.; US. Patent 3,915,986; October 28,1975; assigned to
Smith Kline Corp.",208-210
APRD00782,logP,,2.7
APRD01269,Melting Point,,119-123 °C
APRD01269,logP,,3.5
APRD00199,logP,,0
APRD00195,logP,,1.1
APRD00818,Melting Point,"DeBenneville, P.L.and Greenberger, N.J.; U.S. Patent 3,745,212; July 10,1973; assigned to
Rohm & Haas Co.",240-242
APRD00818,logP,,3.3
APRD00017,Water Solubility,,0.6 mg/L
APRD00017,Melting Point,,189-190 °C
APRD00017,logP,,4.2
APRD01109,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",60.3 mg/L (at 25 °C)
APRD01109,Melting Point,PhysProp,256 °C
APRD01109,logP,,2.5
APRD01109,logS,"ADME Research, USCD",-3.78
APRD01607,Water Solubility,"MEYLAN,WM et al. (1996)",7.02e-05 mg/mL at 25 °C
APRD01607,Melting Point,PhysProp,111 °C
APRD01607,logP,,5.1
APRD00915,Water Solubility,BEILSTEIN,42 mg/L (at 21 °C)
APRD00915,Melting Point,,99-101 °C (HCl salt)
APRD00915,logP,"HANSCH,C ET AL. (1995)",4.40
APRD00915,logS,"ADME Research, USCD",-3.7
APRD00915,pKa,SANGSTER (1994),8.85
APRD00193,logP,,6.4
APRD00669,Water Solubility,,Complete
APRD00669,Melting Point,,88.06 °C
APRD00669,logP,,-2.1
APRD00951,Water Solubility,,Very slightly soluble (hydrochloride salt - maximal solubility of approximately 0.4 mg/mL occurs at a pH of approximately 2)
APRD00951,logP,,2.7
APRD00408,Water Solubility,,Soluble. 1-5 g/100 mL at 23 °C
APRD00408,Melting Point,"Arnold, H., Brock, N. and Bourseaux, F.; U S . Patent 3,018,302; January 23,1962; assigned to Asta-Werke A.G. Chemische Fabrik (W. Germany).",48-49
APRD00408,logP,,0.8
APRD00512,Water Solubility,,1270 mg/L
APRD00512,Melting Point,PhysProp,135 °C
APRD00512,logP,SANGSTER (1994),1.69
APRD00512,pKa,"TOMLINSON,E & HAFKENSCHEID,TL (1986)",8.51
APRD00151,Water Solubility,,Insoluble
APRD00151,logP,,3.2
APRD00864,Water Solubility,MERCK INDEX (1996),1.1E+004 mg/L (at 25 °C)
APRD00864,Melting Point,PhysProp,152.5 °C
APRD00864,logP,"HALBACH,S (1985)",-0.80
APRD00644,logP,,-0.2
EXPT01546,Water Solubility,"GREENWALD,I (1926)",1840 mg/L (at 20 °C)
EXPT01546,Melting Point,PhysProp,50 °C
EXPT01546,logP,,-0.6
EXPT01546,pKa,,12.5
EXPT00999,Water Solubility,"NOWARA,A ET AL. (1997)",3E+004 mg/L (at 20 °C)
EXPT00999,Melting Point,,255-257 °C
EXPT00999,logP,"TAKACS-NOVAK,K ET AL. (1992)",0.28
EXPT00999,pKa,"TORNIANEN,K ET AL. (1996)",6.09
APRD00391,Melting Point,,108-110 °C
APRD00391,logP,,6.8
APRD00602,Melting Point,MSDS,213-215 °C
APRD00602,logP,"BRODIN,A (1974)",4.51
APRD00602,pKa,SANGSTER (2004),10.1
APRD00495,Melting Point,PhysProp,220 °C
APRD00495,logP,"HANSCH,C ET AL. (1995)",2.82
APRD00495,pKa,MERCK INDEX (1996),5
APRD00063,Water Solubility,,2.229 mg/L
APRD00063,Melting Point,PhysProp,148.5 °C
APRD00063,logP,,3.3
APRD00142,Melting Point,"Howell, C.F., Hardy, R.A., Jr. and Quinones, N.Q.; US. Patent 3,663,696; May 16, 1972; assigned to American Cyanamid Company
Howell, C.F., Hardy, R.A., Jr. and Quinones, N.Q.; U.S. Patent 3,681,357; August 1, 1972; assigned to American Cyanamid Company",175-176
APRD00142,logP,,3.4
EXPT03204,Water Solubility,"BURR,A & BUNDGAARD,H (1985)",1.11E+004 mg/L (at 22 °C)
EXPT03204,Melting Point,"Heidelberger, C. and Duschinsky, R.; US. Patent 2,802,005; August 6, 1957. Heidelberger, C. and Duschinsky, R.; U.S.Patent 2,885,396; May 5, 1959.",282-283
EXPT03204,logP,"HANSCH,C ET AL. (1995)",-0.89
EXPT03204,logS,"ADME Research, USCD",-1.07
EXPT03204,pKa,SANGSTER (1994),8.02
APRD00380,Melting Point,,153 °C
APRD00380,logP,,1.554
APRD00724,logP,,4.4
APRD00910,Water Solubility,,42.1 mg/L
APRD00910,Melting Point,PhysProp,217 °C
APRD00910,logP,"HANSCH,C ET AL. (1995)",2.35
EXPT00598,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",2400 mg/L (at 20 °C)
EXPT00598,Melting Point,PhysProp,106.5 °C
EXPT00598,Boiling Point,PhysProp,286.5 °C at 1.00E+02 mm Hg
EXPT00598,logP,"HANSCH,C ET AL. (1995)",1.57
EXPT00598,logS,"ADME Research, USCD",-1.89
EXPT00598,pKa,"KORTUM,G ET AL (1961)",4.55 (at 25 °C)
APRD00377,Melting Point,,139 °C
APRD00377,logP,,5.4
APRD00297,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1200 mg/L (at 25 °C)
APRD00297,Melting Point,PhysProp,219 °C
APRD00297,logP,,0.4
APRD00297,logS,"ADME Research, USCD",-2.15
EXPT01688,Water Solubility,,1E+006 mg/L
EXPT01688,Melting Point,PhysProp,90.5 °C
EXPT01688,logP,"HANSCH,C ET AL. (1995)",-1.59
EXPT01688,pKa,"SERJEANT,EP & DEMPSEY,B (1979)",8.7 (at 25 °C)
APRD00202,Water Solubility,,30 mg/mL
APRD00202,Melting Point,PhysProp,220 °C
APRD00202,logP,,-1.1
APRD00202,pKa,MERCK INDEX (1996),5.2
APRD00157,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",47.6 mg/L (at 30 °C)
APRD00157,Melting Point,PhysProp,148 °C
APRD00157,logP,,1.7
APRD00157,logS,"ADME Research, USCD",-3.66
APRD01187,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",23 mg/L (at 22 °C)
APRD01187,Melting Point,PhysProp,198-200 °C
APRD01187,logP,"AVDEEF,A (1997)",3.06
APRD01187,logS,"ADME Research, USCD",-4.16
APRD01187,caco2 Permeability,"ADME Research, USCD",-4.45
APRD01187,pKa,SANGSTER (1994),6.3
APRD00570,Melting Point,,216-218 °C (uncorr)
APRD00570,logP,,2.5
APRD01177,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",5.7 mg/L (at 15 °C)
APRD01177,Melting Point,PhysProp,-147.6 °C
APRD01177,Boiling Point,PhysProp,-36.6 °C
APRD01177,logP,,3
APRD00688,Water Solubility,,< 700 mg/mL
APRD00688,Melting Point,"U.S. Patent 2,899,436.",193 °C
APRD00688,logP,,2.7
APRD00378,logP,,-3
APRD00829,Water Solubility,,Poorly soluble in water (1.0 mg/100 ml) and in aqueous solutions at low pH (0.1 mg/100 ml at pH 1.1 and 4.0; 0.2 mg/100 ml at pH 5.0). Solubility increases at higher pH values (43 mg/100 ml at pH 7.5).
APRD00829,logP,,3.7
APRD00829,caco2 Permeability,"ADME Research, USCD",-5.98
APRD01307,logP,,0.8
APRD00935,Water Solubility,,Sparingly soluble
APRD00935,Melting Point,"Lunsford, C.D. and Cale, A.D. Jr.; U S . Patent 3,192,230; June 29, 1965; assigned to A.H. Robins Company, Inc.",217-219
APRD00935,logP,,3.6
APRD00728,Water Solubility,,8.91 mg/L
APRD00728,Melting Point,"McLamore, W.M. and Laubach, G.D.; U.S. Patent 3,111,517; November 19, 1963; assigned
to Chas. Pfizer & Co., Inc.",210-211
APRD00728,logP,"BERTHOD,A ET AL. (1999)",1.73
APRD00728,pKa,"BERTHOD,A ET AL. (1999)",6
APRD00353,Water Solubility,,2600 mg/L
APRD00353,Melting Point,,195 °C
APRD00353,logP,"HANSCH,C ET AL. (1995)",-1.85
APRD00353,caco2 Permeability,"ADME Research, USCD",-5.92
APRD00353,pKa,SANGSTER (1994),4.7
APRD00337,Water Solubility,,17.7 mg/L
APRD00337,Melting Point,"Schindier, W.; U.S. Patent 2,948,718; August 9, 1960; assigned to Geigy Chemical Corporation.",204-206
APRD00337,logP,"DAL POZZO,A ET AL. (1989)",2.45
APRD01236,Melting Point,PhysProp,193 °C
APRD01236,logP,,-0.3
APRD00250,Water Solubility,FDA Label,"1.789 mg/mL as monohydrate salt (solubility in water is low at room temperature; 1 or 2 mg/mL may be dissolved readily, but higher concentrations are obtained with increasing difficulty)"
APRD00250,Melting Point,,326.8 °C
APRD00250,logP,"HANSCH,C ET AL. (1995)",0.65
APRD00250,pKa,,4.5
APRD00332,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",750 mg/L (at 25 °C)
APRD00332,logP,BIOBYTE (1995),5.77
DB11728,logP,,0.4
APRD00708,Water Solubility,,Negligible
APRD00708,Melting Point,,267 °C
APRD00708,logP,SANGSTER (1994),3.70
APRD00194,Water Solubility,"MCFARLAND,JW ET AL. (2001)",61.7 mg/L (at 25 °C)
APRD00194,Melting Point,PhysProp,96 °C
APRD00194,logP,"AVDEEF,A (1997)",3.48
APRD00194,caco2 Permeability,"ADME Research, USCD",-4.58
APRD00194,pKa,SANGSTER (1994),9.42
EXPT02427,Water Solubility,"DEHN,WM (1917)",2200 mg/L (at 25 °C)
EXPT02427,Melting Point,PhysProp,118.5 °C
EXPT02427,logP,"HANSCH,C ET AL. (1995)",1.83
EXPT02427,logS,"ADME Research, USCD",-2.12
EXPT02427,pKa,SANGSTER (1994),9.43
APRD00970,Water Solubility,,Slight (calcium salt)
APRD00970,Melting Point,"Marshall, W.S.; U.S. Patent 3,600,437; August 17, 1971; assigned to Eli Lilly and Company.",168-171
APRD00970,logP,,3.1
APRD00970,pKa,,4.5
APRD00319,Water Solubility,,412 mg/L
APRD00319,Melting Point,,108-112 °C at 1.20E+01 mm Hg
APRD00319,logP,SANGSTER (1993),3.36
DB07566,Water Solubility,,Appreciable
DB07566,Melting Point,"3,202,660",305
DB07566,logP,"HANSCH,C & LEO,AJ (1985)",1.59
DB07566,caco2 Permeability,"ADME Research, USCD",-4.59
DB07566,pKa,"KONTTURI,K & MURTOMAKI,L (1992)",8.05 (at 25 °C)
APRD00684,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1050 mg/L (at 37 °C)
APRD00684,Melting Point,PhysProp,208 °C
APRD00684,logP,"HANSCH,C ET AL. (1995)",0.54
APRD00684,logS,"ADME Research, USCD",-2.41
APRD00697,logP,,-0.3
APRD00846,Water Solubility,,451 mg/L
APRD00846,logP,"HANSCH,C ET AL. (1995)",1.13
APRD01085,Melting Point,"U.S. Patents 3,597,445 and 3,763,178.",198-199
APRD01085,logP,,3.7
DB07576,logP,,3.2
APRD01063,Water Solubility,MERCK (1989),7.64E+005 mg/L (at 30 °C)
APRD01063,Melting Point,PhysProp,169 °C
APRD01063,logP,,-4.3
APRD00543,Water Solubility,,Low
APRD00543,Melting Point,,127-130 °C
APRD00543,logP,,1
APRD01070,Water Solubility,,2500 mg/mL
APRD01070,Melting Point,"Noguchi, J. and Sakota, N.; US. Patent 3,135,788; June 2,1964; assigned to Nihon Zoki Seiyaku Kabushikikaisha (Japan).",195-198
APRD01070,pKa,,3.8
APRD00510,Water Solubility,"MCFARLAND,JW ET AL. (2001)",1.64E+004 mg/L (at 25 °C)
APRD00510,Melting Point,,143-144.5 °C
APRD00510,logP,"HANSCH,C ET AL. (1995)",0.07
APRD00510,caco2 Permeability,"ADME Research, USCD",-5.64
APRD00510,pKa,,2.97 (the carboxyl group) and 5.35 (the amine group) at 25°C
APRD00706,Water Solubility,,10-33mg/mL
APRD00706,Melting Point,PhysProp,130-132 °C
APRD00706,logP,,1.1
APRD00527,Water Solubility,"FINI,A ET AL. (1986)",2.37 mg/L (at 25 °C)
APRD00527,Melting Point,,283-285 °C
APRD00527,logP,"AVDEEF,A (1997)",4.51
APRD00527,pKa,SANGSTER (1994),4.15
APRD00637,logP,,4
APRD00065,Water Solubility,,0.51 mg/L (insoluble)
APRD00065,Melting Point,,272-273 °C
APRD00065,logP,,3.4
APRD00636,logP,,2.2
APRD00474,Water Solubility,,24 mg/L
APRD00474,Melting Point,,289-290 °C
APRD00474,logP,,2.1
APRD00977,Melting Point,"Mills, J.S. and Bowers, A.; U.S. Patent 3,014,938; December 26, 1961; assigned to Syntex SA, Mexico.",266-268
APRD00977,logP,"HANSCH,C ET AL. (1995)",2.48
DB11514,Water Solubility,MERCK INDEX (1996),1E+006 mg/L (at 25 °C)
DB11514,Melting Point,PhysProp,106 °C
DB11514,Boiling Point,PhysProp,146 °C
DB11514,logP,"HANSCH,C ET AL. (1995)",-1.50
DB11514,logS,"ADME Research, USCD",1.07
DB11514,pKa,"PERRIN,DD (1972)",9.73
APRD00318,Water Solubility,,39.2 g/L
APRD00318,Melting Point,PhysProp,64.5 °C
APRD00318,logP,"ATKINSON,HC & BERG,EJ (1988)",0.38
EXPT00514,Water Solubility,,Slightly soluble
EXPT00514,Melting Point,"Cragoe, E.J., Jr.; US. Patent 3,313,813; April 11,1967; assigned to Merck 81 Co., Inc.",240.5-241.5
EXPT00514,logP,,-0.3
EXPT00514,pKa,,8.7
APRD00019,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",313 mg/L (at 25 °C)
APRD00019,Melting Point,PhysProp,184.5 °C
APRD00019,logP,SANGSTER (1994),-0.90
APRD00019,logS,"ADME Research, USCD",-3.14
APRD00019,pKa,"KORTUM,G ET AL (1961)",3.27 (at 25 °C)
APRD01010,Water Solubility,,Mostly insoluble
APRD01010,logP,,2.9
APRD01062,Water Solubility,"MCFARLAND,JW ET AL. (2001)",117 mg/L (at 25 °C)
APRD01062,Melting Point,"U.S. Patent 4,012,444.",188 °C
APRD01062,logP,"HANSCH,C ET AL. (1995)",3.09
APRD01062,caco2 Permeability,"ADME Research, USCD",-5.03
APRD00660,logP,"HANSCH,C ET AL. (1995)",2.85
APRD00660,logS,"ADME Research, USCD",-3.36
APRD00660,pKa,SANGSTER (1994),7.55
APRD01121,Water Solubility,,251 mg/L
APRD01121,Melting Point,PhysProp,122 °C
APRD01121,logP,,3.2
DB08769,Water Solubility,,3 mg/mL
DB08769,logP,,0.9
APRD01058,Water Solubility,,Insoluble
APRD01058,Melting Point,,155 °C
APRD00627,Water Solubility,,22.2mg/L
APRD00627,Melting Point,PhysProp,214.5 °C
APRD00627,logP,,3.5
APRD00454,Water Solubility,,2.71 mg/L
APRD00454,Melting Point,,110 °C
APRD00454,logP,,3.3
APRD01243,Water Solubility,MERCK INDEX (1996); pH 7,3000 mg/L
APRD01243,Melting Point,PhysProp,183 °C
APRD01243,logP,SANGSTER (1993),3.42
APRD01243,pKa,MERCK INDEX (1996),4.7
EXPT01082,Melting Point,"Muller, E. and Hasspacher, K.; US. Patent 3,275,625; September 27,1966; assigned to
Boehringer lngelheim GmbH, Germany.",229-230
EXPT01082,logP,"YAMAZAKI,M ET AL. (1984)",1.95
DB08269,Water Solubility,,Soluble
DB08269,logP,,3.3
APRD00468,Water Solubility,,10.6 mg/L
APRD00468,logP,"HANSCH,C ET AL. (1995)",4.63
APRD00468,pKa,SANGSTER (1994),10.1
APRD00961,Water Solubility,,Practically insoluble
APRD00961,Melting Point,"Chimie et Atomistique, France: British Patent 800,250: August 20, 1958.",166
APRD00961,logP,,0.5
APRD00555,Water Solubility,,1000 g/L
APRD00555,Melting Point,PhysProp,107.5 °C
APRD00555,Boiling Point,PhysProp,218 °C
APRD00555,logP,"HANSCH,C ET AL. (1995); ion-corrected",-0.27
APRD00555,pKa,SANGSTER (1994),8.79
APRD00835,Water Solubility,,Moderate
APRD00835,Melting Point,"Monkovic, I. and Conway, T.T.; U.S. Patent 3,775,414; November 27,1973; Monkovic,  I.,Wong, H. and Lim, G.; U.S. Patent 3,980,641; September 14, 1976; Pachter, IJ., Belleau, B.R. and Monkovic, I.; U.S. Patent 3,819,635; June 25,1974; and Lim, G. and Hooper, J.W.; U.S. Patent 4,017,497; April 12,1977; all assigned to Bristol-Myers Company.",272-274
APRD00835,logP,,3.3
APRD00257,Water Solubility,,2240 mg/L
APRD00257,Melting Point,PhysProp,100 °C
APRD00257,logP,"RECANATINI,M (1992)",1.87
APRD00796,Melting Point,"Burckhalter, J.H., Jones, E.M., Rawlins, A.L., Tendick, F.H, and 2,474,821; July 5,1949; assigned to Parke, Davis & Co.",206-208
APRD00796,logP,,3.7
APRD00988,Water Solubility,MERCK INDEX (1996); pH 6,40 mg/L (at 25 °C)
APRD00988,Melting Point,"Drake, G.D., Gever, G. and Hayes, K.J.; U.S. Patent 2,759,931; August 21, 1956; assigned to The Norwich Pharmacal Company.
Gever, G. and O'Keefe, C.J.; U.S. Patent 2,927,l IO; March 1, 1960; assigned to The Norwich Pharmacal Company",254-256
APRD00988,logP,"DEBNATH,AK ET AL. (1991)",-0.04
APRD00094,Water Solubility,,Minimally soluble (0.19 mg/mL)
APRD00094,logP,,4.1
APRD00027,logP,,3.7
APRD00236,Water Solubility,,8.4 mg/mL
APRD00236,Boiling Point,,101.5 °C
APRD00236,logP,,0.3
APRD00272,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1520 mg/L (at 21 °C)
APRD00272,Melting Point,,220-223 °C
APRD00272,logP,,0.2
APRD00272,logS,"ADME Research, USCD",-2.52
DB03261,Water Solubility,,Very soluble in water at pH < 5.5 (mesylate salt)
DB03261,Melting Point,,226 °C (mesylate salt)
DB03261,logP,,3
APRD00422,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",80 mg/L (at 25 °C)
APRD00422,Melting Point,PhysProp,270 °C
APRD00422,logP,"HANSCH,C ET AL. (1995)",1.16
APRD00422,logS,"ADME Research, USCD",-3.69
APRD01151,Melting Point,PhysProp,236.5 °C
APRD01151,logP,,4.2
APRD00088,Water Solubility,,2.2 mg/L
APRD00088,Melting Point,PhysProp,136-138 °C
APRD00088,logP,SANGSTER (1993),3.82
APRD00633,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",31.1 mg/L (at 37 °C)
APRD00633,Melting Point,"U.S. Patent 3,058,979",224-226 (Salt)
APRD00633,Boiling Point,PhysProp,268-274 °C at 5.00E-01 mm Hg
APRD00633,logP,"HANSCH,C ET AL. (1995)",4.36
APRD00633,logS,"ADME Research, USCD",-4.15
APRD00633,pKa,"EL TAYAR,N ET AL. (1985)",7.9
DB05275,Water Solubility,"YALKOWSKY,SH & HE,Y (2003)",23.4 mg/L (at 25 °C)
DB05275,Melting Point,PhysProp,155 °C
DB05275,logP,"HANSCH,C ET AL. (1995)",3.32
DB05275,caco2 Permeability,"ADME Research, USCD",-4.34
DB07709,Melting Point,,139-141 °C
DB07709,logP,,4.6
APRD00816,Water Solubility,,Freely soluble
APRD00816,Melting Point,,221-225 °C
APRD00816,logP,,-0.8
APRD00536,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.8E+004 mg/L (at 25 °C)
APRD00536,Melting Point,PhysProp,236.6 °C
APRD00536,logP,SANGSTER (1993),0.36
APRD00536,logS,"ADME Research, USCD",-0.84
APRD00536,pKa,"DEAN,JA (1985)",4.75 (at 25 °C)
APRD00881,Water Solubility,,Very soluble
APRD00881,logP,,3
APRD00487,Melting Point,"British Patent 1,019,120.",225-227
APRD00487,logP,,3.2
APRD00487,caco2 Permeability,"ADME Research, USCD",-4.5
APRD00561,Water Solubility,,1mg/L
APRD00561,Melting Point,PhysProp,234 dec °C
APRD00561,logP,,-4.3
APRD00561,pKa,MERCK INDEX (1996),2.72 (at 25 °C)
DB06189,logP,,0
APRD00933,Melting Point,,65-72 °C
APRD00933,logP,,9
APRD00578,Water Solubility,,Freely soluble in water
APRD00578,logP,,2.8
APRD00578,pKa,,7.1
APRD00452,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",1.25E+004 mg/L (at 37 °C)
APRD00452,Melting Point,PhysProp,183 °C
APRD00452,logP,"HANSCH,C ET AL. (1995)",-0.96
APRD00452,logS,"ADME Research, USCD",-1.23
APRD00340,Water Solubility,MSDS,Very slightly soluble
APRD00340,Melting Point,MSDS,230 - 235 °C (decomposes)
APRD00340,logP,MSDS,1.46
APRD00879,Water Solubility,,Insoluble
APRD00879,Melting Point,"Jones, W.G.M.,Thorp, J.M. and Waring, W.S.; U.S. Patent 3,262,850; July 26, 1966; assigned to Imperial Chemical Industries Limited, England.",118-119
APRD00879,Boiling Point,PhysProp,149 °C at 2.00E+01 mm Hg
APRD00879,logP,,3.3
APRD00585,Water Solubility,,432 mg/L
APRD00585,Melting Point,PhysProp,149.1 °C
APRD00585,logP,,5.8
APRD01034,Water Solubility,,"280 mg/mL (at 80 °C), insoluble at room temperature"
APRD01034,Melting Point,,178 °C
APRD00834,Water Solubility,,Nitrate salt: 0.26 mg/ml (practically insoluble)
APRD00834,Melting Point,,~159°C with decomposition (nitrate salt)
APRD00834,logP,,6.7
DB06639,Water Solubility,,8230 mg/L
DB06639,Melting Point,PhysProp,235.5 °C
DB06639,logP,"HANSCH,C ET AL. (1995)",-1.05
APRD00104,Water Solubility,FDA label ,Insoluble 
APRD00104,Melting Point,PhysProp,135-138 °C
APRD00104,logP,"HANSCH,C ET AL. (1995)",4.68
EXPT02075,logP,,-1.5
APRD01086,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",71.3 mg/L (at 25 °C)
APRD01086,Melting Point,PhysProp,288.5 °C
APRD01086,logP,SANGSTER (1994),2.83
APRD01086,logS,"ADME Research, USCD",-3.88
APRD01001,Water Solubility,,1 mg/mL
APRD01001,logP,,-3.6
APRD00940,Water Solubility,,Soluble (HCl salt)
APRD00940,Melting Point,"Bockstahler, E.R.; U.S.Patent 2,771,391; November 20,1956; assigned to Allied Laboratories, Inc.
Florestano, H.J., Jeffries, S.F., Osborne, C.E. and Bahler, M.E.; U.S. Patent 2,868,689;
January 13, 1959; assigned to Allied Laboratories, Inc.",174-175
APRD00940,logP,,3.7
APRD01146,Water Solubility,"YALKOWSKY,SH & DANNENFELSER,RM (1992)",360 mg/L (at 24 °C)
APRD01146,Melting Point,MSDS,160 °C (decomposes)
APRD01146,logP,,0.5
APRD00548,Water Solubility,"MCFARLAND,JW ET AL. (2001)",3.32 mg/L (at 25 °C)
APRD00548,Melting Point,PhysProp,75.5 °C
APRD00548,logP,"HANSCH,C ET AL. (1995)",4.18
APRD00494,Water Solubility,"BIGGAR,JW & RIGGS,RI (1974)",0.1 mg/L (at 25 °C)
APRD00494,Melting Point,PhysProp,77 °C
APRD00494,logP,,6
APRD00494,logS,"ADME Research, USCD",-6.51
APRD00440,Water Solubility,,5-10 g/100 mL at 21 °C
APRD00440,Melting Point,,159-160 °C
APRD00440,logP,SANGSTER (1993),-0.72
APRD00698,Water Solubility,,Complete
APRD00698,Melting Point,,245 ºC
APRD00698,logP,,-3.2
APRD00769,Water Solubility,MERCK INDEX (1996),3.33E+005 mg/L (at 25 °C)
APRD00769,Melting Point,"Jones, J.W. and Maney, P.V.; U.S. Patent 2,575,344; November 20,1951; assigned to the
State of Iowa.",155-157
APRD00769,logP,,-1.9
APRD00769,logS,"ADME Research, USCD",-0.17
APRD01173,Melting Point,PhysProp,146.3 °C
