drugbank-id,ingredients,name
EXPT02006,Copper + Cyanocobalamin + Folic Acid + Iodine + Iron + Lauric Acid + Magnesium + Niacin + Omega-3 fatty acids + Pyridoxine + Riboflavin + Thiamine + Vitamin A + Vitamin C + Vitamin D + Vitamin E + Zinc,Vitafol Plus
DB11307,Glycolic acid,bdr Re-action deep low base skin refiner exfoliation essence
EXPT00247,Pidolic Acid,Mag 2 Pwr 1.5gm/pck
EXPT00412,Acetylcholine,Miochol E
EXPT01391,"1,2-Docosahexanoyl-sn-glycero-3-phosphoserine + 1,2-icosapentoyl-sn-glycero-3-phosphoserine calcium + Cobamamide + Cocarboxylase + Ferrous cysteine glycinate + Flavin adenine dinucleotide + Folic Acid + Glycine betaine + Leucovorin + Levomefolic acid + NADH + Phosphatidyl serine + Pyridoxal Phosphate + Threonate + Vitamin C + Vitamin C",EnBrace HR
DB04184,Acetic acid,Acetic Acid
EXPT02630,Ethanol + Propyl alcohol,Manorapid Synergy
EXPT02965,Alpha-Linolenic Acid + Linoleic acid + Oleic Acid + Palmitic Acid + Stearic acid + Vitamin E,Huile D'onagre Vitamin E
EXPT02456,Gimeracil + Oteracil + Tegafur,Teysuno
EXPT01458,Cholecalciferol + Ferrous sulfate + Flavin mononucleotide + Nicotinamide + Pyridoxine + Sodium fluoride + Thiamine + Vitamin A + Vitamin C + Vitamin E,Multi-Vit with Fluoride and Iron
EXPT01917,Phenol,Sore Throat Cherry
DB09544,Calcium Chloride + Glucose + Glutathione disulfide + Hypromellose + Magnesium chloride + Potassium Chloride + Sodium bicarbonate + Sodium Chloride + Sodium phosphate,Navstel
EXPT01720,Hemin,Panhematin
EXPT02440,Oxyphenbutazone,Oxyphenbutazone 100mg Tablets
EXPT00979,Choline C-11 + Inositol + Methionine sulfoximine + Methylcobalamin,Mic B12
DB07690,Deoxycholic Acid + Homatropine Methylbromide + Pepsin,Debiline H
EXPT03078,Benzyl alcohol + Isopropyl Alcohol + Picric acid + Tannic acid,Nitrotan
EXPT03072,Tromethamine,Tham
DB11070,Biotin + Cholecalciferol + Cupric sulfate + Cyanocobalamin + Doconexent + Docusate + Fish oil + Folic Acid + Icosapent + Inositol nicotinate + Iron + Pyridoxine + Riboflavin + Thiamine + Vitamin C + Vitamin E + Zinc sulfate,Tricare Prenatal DHA One
EXPT00675,Acetyl hexapeptide-8 + Adenosine + Allantoin + Benzoic Acid + Butylene Glycol + Castor oil + Dimethicone + Glycerin + Gold + Nicotinamide + Phenoxyethanol + Potassium Chloride + Titanium dioxide + Xanthan gum,HydroGold 9
EXPT02607,Alpha-Linolenic Acid + Linoleic acid + Oleic Acid + Palmitic Acid + Stearic acid + Vitamin E,Huile D'onagre Vitamin E
EXPT01444,Formaldehyde,Forma-Ray
EXPT00969,Eucalyptol + Menthol + Methyl salicylate + Thymol,Listerine Ultraclean Antiseptic Arctic Mint
EXPT03203,Urea,YouGreen F
EXPT01357,Cyanocobalamin + D-alpha-Tocopherol acetate + Ergosterol + Folic Acid + Iron + Nicotinamide + Pyridoxine + Riboflavin + Thiamine + Vitamin A + Vitamin C + Vitamin C,Zoo Chews Plus Iron
DB11055,Pyrophosphoric acid + Stannous chloride,Technescan PYP
EXPT01495,Fructose + Glucose + Phosphoric acid,Health Mart anti nausea
DB11615,Dequalinium,Dequadin
DB11287,Benzalkonium + Didecyldimethylammonium + Dioctyldimonium + Quaternium-24,Quick Defense 4m Disinfectant Wipes
EXPT02430,Alpha-Linolenic Acid + Linoleic acid + Oleic Acid + Palmitic Acid + Stearic acid + Vitamin E,Huile D'onagre Vitamin E
EXPT00922,Acetylsalicylic acid + Citric Acid + Sodium bicarbonate,Top Value Effervescent Pain Relief
EXPT02378,Adenine + Inosine + Pyruvic acid + Sodium phosphate + Sodium phosphate,Rejuvesol
DB09294,Calcium Chloride + Icodextrin + Lactic Acid + Magnesium chloride + Sodium Chloride,Extraneal
EXPT02005,Lactose,Lactol
EXPT02413,Caprylic acid + Olive oil + Omega-3 fatty acids + Soybean oil,Smoflipid
EXPT02023,Citric Acid + Gluconolactone + Magnesium carbonate,Renacidin
DB04571,Trioxsalen,Trisoralen Tab 5mg
DB04572,Thiotepa,Thiotepa
DB04574,Estrone sulfate,Estropipate
DB04711,Diatrizoate + Iodipamide,Sinografin - Liq Iu
DB04789,5-methyltetrahydrofolic acid + Beta carotene + Biotin + Cholecalciferol + Cupric oxide + Cyanocobalamin + Ferrous asparto glycinate + Folic Acid + Formic Acid + Magnesium oxide + Nicotinamide + Potassium Iodide + Pyridoxine + Riboflavin + Thiamine + Vitamin C + Vitamin E + Zinc oxide,Prenate Elite
DB04815,Clioquinol + Hydrocortisone,Ala Quin
DB04816,Danthron + Docusate,Doss Tab
DB04824,Docusate + Phenolphthalein,Calcium Docuphen Cap
DB04835,Maraviroc,Selzentry
DB04837,Chlorphenamine + Clofedanol + Phenylephrine,Phenagil CH
DB04838,Cyclandelate,Cyclospasmol Tablets 200mg
DB04839,Cyproterone acetate + Ethinyl Estradiol,Teva-cyproterone / Ethinyl Estradiol
DB04841,Flunarizine,Novo-flunarizine - Cap 5mg
DB04842,Fluspirilene,Imap Forte Inj 10mg/ml
DB04843,Mepenzolate,Cantil
DB04844,Tetrabenazine,Tetrabenazine
DB04845,Ixabepilone,Ixempra
DB03786,Febuxostat,Uloric
DB04855,Dronedarone,Multaq
DB04861,Nebivolol,Bystolic
DB04865,Omacetaxine mepesuccinate,Synribo
DB04868,Nilotinib,Tasigna
DB04871,Lorcaserin,Belviq XR
DB04876,Vildagliptin,Xiliarx
DB04890,Bepotastine,Bepreve
DB04895,Pegaptanib,Macugen
DB04896,Milnacipran,Milnacipran HCl
DB04899,Nesiritide,Natrecor
DB04908,Flibanserin,Addyi
DB04911,Oritavancin,Orbactiv
DB04918,Ceftobiprole,Zevtera
DB04920,Clevidipine,Cleviprex
DB04930,Permethrin,Sunmark Lice Treatment
DB04932,Defibrotide,Defitelio
DB04938,Ospemifene,Osphena
DB04941,Crofelemer,Mytesi
DB04946,Iloperidone,Iloperidone
DB04948,Lofexidine,Lucemyra
DB04951,Pirfenidone,Esbriet
DB04953,Ezogabine,Potiga
DB05013,Ingenol Mebutate,Picato
DB05015,Belinostat,Beleodaq
DB05016,Ataluren,Translarna
DB05018,Migalastat,Galafold
DB05039,Glycopyrronium + Indacaterol,Ultibro Breezhaler
DB05084,Abaloparatide,Tymlos
DB05099,Ancrod,Viprinex
DB05109,Trabectedin,Yondelis
DB05219,Crisaborole,Eucrisa
DB05239,Cobimetinib,Cotellic
DB05245,Silver sulfadiazine,SSD Cream
DB05246,Methsuximide,Celontin
APRD00999,Glatiramer,Glatopa
DB05260,Gallium nitrate,Ganite
DB05271,Rotigotine,Neupro
DB05276,Hepatitis B Immune Globulin,HepaGam B
DB08764,Vandetanib,Caprelsa
DB05311,Ecallantide,Kalbitor
DB05316,Pimavanserin,Nuplazid
DB05332,Romiplostim,Nplate
DB05336,Obiltoxaximab,Anthim
DB05351,Dexlansoprazole,Dexilant
DB00667,Histamine + Menthol,Histamine DHCl 0.10 Percent and Menthol 2 Percent
DB05247,Calcium + Iodine + Magnesium oxide + Nicotinamide + Pantothenic acid + Phosphorus + Potassium Chloride + Pyridoxine + Vitamin A + Vitamin C + Vitamin D,Anaplex Tab
DB05384,Betamethasone + Carbopol 974P,RRB Pak
DB05521,Telaprevir,Incivo
DB05528,Mipomersen,Kynamro
DB05541,Brivaracetam,Briviact
DB05578,Ramucirumab,Cyramza
DB05599,Fibroblast growth factor-1 + Glycerin + Hyaluronic acid,Le-Blen FGF Serum
DB05676,Apremilast,Otezla
DB05679,Ustekinumab,Stelara
DB05773,Trastuzumab emtansine,Kadcyla
DB05812,Abiraterone,Yonsa
DB05829,Parathyroid hormone,NATPARA (parathyroid hormone)
DB05889,Inotuzumab ozogamicin,Besponsa
DB05990,Obeticholic acid,Ocaliva
DB06014,Eteplirsen,Exondys 51
DB06016,Cariprazine,Vraylar
DB06043,Olaratumab,Lartruvo
DB06145,Spiramycin,Rovamycine 250 Capsule 750000 Unit
DB05436,Acetylcysteine + Cholecalciferol + Chromium picolinate + Levomefolic acid + Lipoic Acid + Methylcobalamin + Nicotinamide + Pyridoxal Phosphate + Resveratrol + Ubidecarenone,Medi-10
DB06152,Nylidrin,Arlidin Tablets 6mg
DB06153,Pizotifen,Sandomigran
DB06154,Pentaerythritol Tetranitrate,Peritrate Tab 20mg
DB06155,Rimonabant,Zimulti
DB06168,Canakinumab,Ilaris
DB06176,Romidepsin,Romidepsin
DB06186,Ipilimumab,Yervoy
DB06193,Pixantrone,Pixuvri
DB06196,Icatibant,Firazyr
DB06201,Rufinamide,Inovelon
DB06202,Lasofoxifene,Fablyn
DB06203,Alogliptin + Pioglitazone,Oseni
DB06204,Tapentadol,Nucynta
DB06205,Hyaluronidase (Human Recombinant),HYLENEX Recombinant
DB06206,Sugammadex,Bridion
DB06207,Silodosin,Rapaflo
DB06209,Prasugrel,Prasugrel
DB06210,Eltrombopag,Promacta
DB06211,Doripenem,Doripenem
DB06212,Tolvaptan,Jynarque
DB06213,Regadenoson,Lexiscan
DB06215,Ferumoxytol,Feraheme
DB06216,Asenapine,Saphris
DB06217,Vernakalant,Brinavess
DB06218,Lacosamide,Vimpat
DB06219,Dalbavancin,Xydalba
DB08477,Rivaroxaban + Rivaroxaban,Xarelto
DB06230,Nalmefene,Selincro
DB06237,Avanafil,Stendra
DB06243,Eflornithine,Vaniqa
DB06261,Hexaminolevulinate,Cysview
DB06262,Droxidopa,Northera
DB06268,Sitaxentan,Thelin
DB06273,Tocilizumab,Actemra
DB06274,Alvimopan,Entereg
DB06282,Levocetirizine,Allergy Relief
DB06283,Ziconotide,Prialt
DB05581,Teriparatide,Forteo
DB06287,Temsirolimus,Torisel
DB06290,Simeprevir,Galexos
DB06292,Dapagliflozin,Farxiga
DB06317,Elotuzumab,Empliciti
DB06335,Dapagliflozin + Saxagliptin,Qtern
DB06366,Pertuzumab,Perjeta
DB06372,Rilonacept,Arcalyst
DB06401,Bazedoxifene + Conjugated estrogens,Duavee
DB06402,Telavancin,Vibativ
DB06403,Ambrisentan,Volibris
DB06404,Human C1-esterase inhibitor,Berinert
DB06410,Doxercalciferol,Doxercalciferol
DB06412,Oxymetholone,Anapolon 50 Tablets 50mg
DB06413,Armodafinil,Armodafinil
DB07191,Etravirine,Intelence
DB06415,Calfactant,Neosurf
DB06441,Cangrelor,Kengreal
DB06480,Prucalopride,Resotran
DB06589,Pazopanib,Votrient
DB06590,Ceftaroline fosamil,Teflaro
DB06595,Midostaurin,Rydapt
DB06602,Reslizumab,Cinqair
DB06603,Panobinostat,Farydak
DB07828,Apixaban,Eliquis
DB06607,Catumaxomab,Removab
DB06612,Mepolizumab,Nucala
DB03655,Peramivir,Rapivab
DB06616,Bosutinib,Bosulif
DB06626,Axitinib,Inlyta
DB06636,Isavuconazonium,Cresemba
DB06637,Dalfampridine,Dalfampridine
DB06643,Denosumab,Xgeva
DB06650,Ofatumumab,Arzerra
DB06654,Safinamide,Xadago
DB06655,Insulin Degludec + Liraglutide,Xultophy
DB06663,Pasireotide,Signifor
DB06674,Golimumab,Simponi
DB06681,Belatacept,Nulojix
DB06684,Vilazodone + Vilazodone + Vilazodone,Viibryd
DB06688,Sipuleucel-T,Provenge
DB06689,Ethanolamine Oleate,Ethanolamine Oleate Inj 50mg/ml
DB06690,Nitrous oxide,Nitrous Oxide
DB06691,Acetaminophen + Caffeine + Mepyramine,Teen Midol Complete
DB06692,Aprotinin,Trasylol
DB06694,Xylometazoline,Aqua Maris Kids Fast Acting Decongestant
DB06695,Dabigatran etexilate,Apo-dabigatran
DB06697,Artemether + Lumefantrine,Coartem
DB06698,Betahistine,Betahistine
DB06699,Degarelix,Firmagon
DB06700,Desvenlafaxine,Desvenlafaxine
DB06701,Dexmethylphenidate,Dexmethylphenidate hydrochloride
DB06702,Fesoterodine,Fesoterodine Fumarate
DB06703,Gadobutrol,Gadavist
DB06705,Gadofosveset trisodium,Ablavar
DB06706,Acetaminophen + Caffeine + Isometheptene,Prodrin
DB06707,Levonordefrin + Mepivacaine,Carbocaine 2% With Neo-cobefrin
DB06708,Artemether + Lumefantrine,Coartem
DB06709,Methacholine,"Methacholine Chloride, USP"
DB06710,"Estrogens, esterified + Methyltestosterone",Esterified Estrogens and Methyltestosterone
DB06711,Glycerin + Naphazoline,Clear Eyes Redness Relief Handy Pocket Pal
DB06713,Ethinyl Estradiol + Norelgestromin,Evra -(6/0.60)
DB06714,Propylhexedrine,Benzedrex 09-19-2014
DB06715,Beta carotene + Biotin + Calcium + Chromium + Copper + Cyanocobalamin + Folic Acid + Iron + Magnesium + Niacin + Pantothenic acid + Phosphorus + Potassium + Potassium Iodide + Pyridoxine + Riboflavin + Selenious acid + Thiamine + Vitamin C + Vitamin D + Vitamin E + Zinc,Vc II
DB05279,Fospropofol,Lusedra
DB06717,Fosaprepitant,Emend
DB06719,Buserelin,Suprefact Intranasal Solution 1mg/ml
DB05543,Velaglucerase alfa,Vpriv
DB06723,Aluminum hydroxide + Dimethicone + Magnesium hydroxide,Good Neighbor Pharmacy Antacid
DB06724,Calcium Carbonate,Chooz
DB06752,Chymopapain,Chymodiactin Injection - 4 Nkat Units/2ml
DB06754,Danaparoid,Orgaran
DB06755,Beta carotene + Biotin + Calcium + Chromium + Copper + Cyanocobalamin + Folic Acid + Iron + Magnesium + Niacin + Pantothenic acid + Phosphorus + Potassium + Potassium Iodide + Pyridoxine + Riboflavin + Selenious acid + Thiamine + Vitamin C + Vitamin D + Vitamin E + Zinc,Vc II
DB06756,Glycine betaine,ATONO2 Oxygen Baby
DB06757,Calcium + Chromium + Copper + Iron + Magnesium + Manganese + Molybdenum + Phosphorus + Potassium + Potassium Iodide + Selenium + Zinc,Multi-mins Minerals
DB06760,Sacrosidase,Sucraid
DB06761,Beractant,Survanta
DB06764,Dextran + Polyethylene glycol 400 + Povidone + Tetryzoline,Soundbody Advanced relief
DB06766,Alcaftadine,Lastacaft
DB06767,Ammonium chloride + Codeine + Diphenhydramine,Cough Syrup
DB06768,Ammonium lactate,Lac-Hydrin
DB06769,Bendamustine,Bendamustine Hydrochloride
DB06770,Benzyl alcohol,Protocoxil
DB05862,Besifloxacin,Besivance
DB06772,Cabazitaxel,Jevtana
DB05318,Capsaicin + Menthol + Methyl salicylate,Medrox
DB06775,Carglumic Acid,Carbaglu
DB06777,Chenodeoxycholic acid,Chenodiol
DB06778,Biotin + Cholecalciferol + Cupric sulfate + Cyanocobalamin + D-alpha-Tocopherol acetate + Folic Acid + Heme iron polypeptide + Iron saccharate + Nicotinamide + Pantothenic acid + Potassium Iodide + Pyridoxine + Riboflavin + Selenic acid + Thiamine + Zinc oxide,HemeNatal OB
DB06779,Dalteparin,Fragmin
DB06781,Difluprednate,Durezol
DB06782,Dimercaprol,Bal
DB09538,Prussian blue,Radiogardase
DB09412,Gallium citrate Ga 67,Gallium Citrate Ga-67
DB06785,Ganirelix,Ganirelix Acetate
DB06786,Halcinonide,Halog
DB06788,Histrelin,Vantas
DB06789,Hydroxyprogesterone caproate,Hydroxyprogesterone Caproate
DB06791,Lanreotide,Somatuline Depot
DB06792,Lanthanum carbonate,Fosrenol
DB06794,Lodoxamide,Alomide
DB06795,Mafenide,Mafenide acetate
DB06796,Mangafodipir,Teslascan
DB06146,Hyoscyamine + Methenamine + Methylene blue + Phenyl salicylate + Sodium phosphate,UroAv-B
DB06800,Methylnaltrexone,Relistor
DB06802,Nepafenac,Ilevro
DB06804,Nonoxynol-9,VCF Contraceptive Pre-filled Applicators
DB06809,Plerixafor,Mozobil
DB06811,Polidocanol,Asclera
DB06812,Povidone-iodine,Non-sterile
DB05527,Pralatrexate,Folotyn
DB06815,Pyrithione,Head and Shoulders 2 In Soft and Manageable
DB06816,Pyrvinium,Vanquin Suspension  50mg/5ml
DB05355,Raltegravir,Isentress
DB12600,Phenylbutyric acid,Sodium Phenylbutyrate
DB06820,Sulconazole,Exelderm
DB06822,Tinzaparin,Innohep Disp.syr.-11700 Anti-XA Iu/ml
DB06823,Tiopronin,Thiola
DB06824,Triethylenetetramine,Trientine Hydrochloride
DB06825,Triptorelin,Trelstar
DB06826,Unoprostone,Rescula
DB11139,Biotin + Chromium Cr-51 + Cupric oxide + Cyanocobalamin + D-alpha-Tocopherol acetate + Flavone + Folic Acid + Iron + Magnesium oxide + Manganese gluconate + Nicotinamide + Pantothenic acid + Pyridoxine + Riboflavin + Selenomethionine + Thiamine + Vitamin A + Vitamin C + Zinc oxide,Bacmin
DB08439,Parecoxib,Dynastat
DB08604,Triclosan,"enMotion Antimicrobial Foam with Moisturizers Tranquil Aloe, Green"
DB08797,Acetaminophen + Acetylsalicylic acid + Caffeine + Salicylamide,Pain Stoppers
DB08799,Antazoline + Naphazoline,Albalon A
DB08804,Nandrolone decanoate,Nandrolone Decanoate
DB08809,Dichloroacetic Acid,Bichloracetic Acid 100%
DB08813,Nadroparin,Fraxiparine Forte
DB08815,Lurasidone,Latuda
DB04902,Ticagrelor,Brilinta
DB08818,Hyaluronic acid,Cluederm Aqua Solution Rejuve Plus
DB08819,Tafluprost,Zioptan
DB05989,Ivacaftor + Lumacaftor,Orkambi
DB05358,Azilsartan medoxomil + Chlorthalidone,Edarbyclor
DB08823,Spinosad,Natroba
DB09548,Ioflupane I-123,DaTscan
DB08826,Deferiprone,Ferriprox
DB08827,Lomitapide,Juxtapid
DB08828,Vismodegib,Erivedge
DB08847,Hydroxyproline,O Hui Wrinkle Science Wrinkle Repair
DB06514,Pitavastatin,Zypitamag
DB08862,Cholecystokinin,Cholecystokinin Inj 75unit/vial
DB05083,Dolutegravir + Rilpivirine,Juluca
DB08700,Crizotinib,Xalkori
DB05366,Ulipristal,Fibristal
DB08868,Fingolimod,Gilenya
DB08869,Tesamorelin,Egrifta
DB08870,Brentuximab vedotin,Adcetris
DB04940,Eribulin,Halaven
DB04922,Gabapentin Enacarbil,Horizant
DB05665,Boceprevir,Victrelis
DB08874,Fidaxomicin,Dificid
DB05153,Cabozantinib,Cometriq
DB08876,Taliglucerase Alfa,Elelyso
DB08877,Ruxolitinib,Jakafi
DB08879,Belimumab,Benlysta
DB03805,Teriflunomide,Aubagio
DB05238,Vemurafenib,Zelboraf
DB08882,Empagliflozin + Linagliptin,Glyxambi
DB08883,Perampanel,Fycompa
DB08884,Gadoxetic acid,Eovist
DB08885,Aflibercept,Zaltrap
DB08886,Asparaginase Erwinia chrysanthemi,Erwinase
DB06291,Icosapent ethyl,Vascepa
DB05028,Ocriplasmin,Jetrea
DB08889,Carfilzomib,Kyprolis
DB05566,Linaclotide,Constella
DB05702,Mirabegron,Myrbetriq
DB08183,Tofacitinib,Xeljanz
DB08896,Regorafenib,Stivarga
DB08897,Aclidinium,Eklira Genuair
DB08898,Glucarpidase,Voraxaze
DB05094,Enzalutamide,Xtandi
DB08900,Teduglutide,Revestive
DB06300,Ponatinib,Iclusig
DB05872,Raxibacumab,Raxibacumab
DB08903,Bedaquiline,Sirturo
DB08904,Certolizumab pegol,Cimzia
DB08905,Formestane + Sodium Chloride,Lentaron
DB08906,Fluticasone furoate,Arnuity Ellipta
DB08907,Canagliflozin + Metformin,Invokamet
DB08908,Dimethyl fumarate,Tecfidera
DB06170,Glycerol Phenylbutyrate,Ravicti
DB08910,Pomalidomide,Pomalyst
DB08911,Trametinib,Mekinist
DB08912,Dabrafenib,Tafinlar
DB09566,Radium Ra 223 Dichloride,Xofigo
DB08916,Afatinib,Gilotrif
DB08917,Ferric Carboxymaltose,Injectafer
DB08918,Levomilnacipran,Fetzima
DB08930,Abacavir + Dolutegravir + Lamivudine,Triumeq
DB08931,Riociguat,Adempas
DB08932,Macitentan,Opsumit
DB08933,Luliconazole,Luliconazole
DB08934,Sofosbuvir + Velpatasvir,Epclusa
DB08935,Obinutuzumab,Gazyva
DB08936,Chlorcyclizine + Phenylephrine,Dallergy
DB08938,Magaldrate + Magnesium oxide,Zantanol Tab.
DB08941,Isoxsuprine,Isoxsuprine Hydrochloride
DB08946,Iopanoic acid,Telepaque  -  Tablet - 500mg
DB08947,Iopamidol,Isovue 370
DB08949,Biotin + Cholecalciferol + Cupric sulfate + Cyanocobalamin + Doconexent + Docusate + Fish oil + Folic Acid + Icosapent + Inositol nicotinate + Iron + Pyridoxine + Riboflavin + Thiamine + Vitamin C + Vitamin E + Zinc sulfate,Tricare Prenatal DHA One
DB08958,Hexetidine,Steri/sol Liquid
DB08976,Floctafenine,Idarac
DB08988,Acetylsalicylic acid + Ethoheptazine + Meprobamate,Equagesic Tablets
DB09009,Articaine + Epinephrine,Articaine Hydrochloride and Epinephrine Bitartrate Injection
DB09020,Bisacodyl,Laxative Gentle
DB01258,Aliskiren + Hydrochlorothiazide,Rasilez HCT
DB09027,Ledipasvir + Sofosbuvir,Harvoni
DB09029,Secukinumab,Cosentyx
DB05692,Vorapaxar,Zontivity
DB09031,Miltefosine,Impavido
DB05802,Vedolizumab,Entyvio
DB09034,Suvorexant,Belsomra
DB06132,Nivolumab,Opdivo
DB09036,Siltuximab,Sylvant
DB09037,Pembrolizumab,Keytruda
DB09038,Empagliflozin + Linagliptin,Glyxambi
DB05715,Eliglustat,Cerdelga
DB09040,Efinaconazole,Jublia
DB05058,Tavaborole,Kerydin
DB09042,Tedizolid Phosphate,Sivextro
DB05162,Albiglutide,Eperzan
DB09045,Dulaglutide,Trulicity
DB09046,Metreleptin,Myalept
DB09047,Finafloxacin,Xtoro
DB09048,Netupitant + Palonosetron,Akynzeo
DB09049,Naloxegol,Movantik
DB09050,Ceftolozane + Tazobactam,Zerbaxa
DB09051,Elosulfase alfa,Vimizim
DB09052,Blinatumomab,Blincyto
DB09053,Ibrutinib,Imbruvica
DB09054,Idelalisib,Zydelig
DB09057,Anthrax immune globulin human,Anthrasil
DB09059,Atosiban,Tractocile
DB09060,Avibactam + Ceftazidime,Avycaz
DB09061,Cannabidiol + Dronabinol,Sativex
DB09063,Ceritinib,Zykadia
DB09065,Cobicistat + Darunavir + Emtricitabine + Tenofovir alafenamide,Symtuza
DB09066,Corifollitropin alfa,Elonva
DB09067,Corticorelin ovine triflutate,Acthrel
DB05700,Vortioxetine,Trintellix
DB05359,Tasimelteon,Hetlioz
DB09072,Sodium oxybate,Xyrem
DB09073,Palbociclib,Ibrance
DB05940,Olaparib,Lynparza
DB09075,Edoxaban,Savaysa
DB09076,Fluticasone furoate + Umeclidinium + Vilanterol,Trelegy Ellipta
DB09077,Dinutuximab,Unituxin
DB09078,Lenvatinib,Lenvima
DB09079,Nintedanib,Ofev
DB09080,Olodaterol,Striverdi Respimat
DB09081,Idebenone,Raxone
DB06577,Fluticasone furoate + Umeclidinium + Vilanterol,Trelegy Ellipta
DB09083,Ivabradine,Corlanor
DB09084,Benzydamine,Nu-benzydamine Oral Rinse
DB09085,Benzocaine + Tetracaine,Dermacaine-R
DB09086,Eugenol + Guaiacol,Dry Socket
DB09088,Amylocaine,Dentition Sirop De
DB09089,Trimebutine,Modulon Inj 50mg/5ml
DB09090,Pinaverium,Apo-pinaverium
DB09091,Tixocortol,Rectovalone 250mg/100ml
DB09092,Xanthinol,Complamin Tab 150mg
DB09093,Chlortetracycline,Aureomycin Ont 3%
DB09094,Cantharidin + Podophyllin + Salicylic acid,Canthacur-PS
DB09095,Difluocortolone,Nerisone Oily Cream
DB09096,Benzoyl peroxide,Targeted Acne Spot Treatment
DB09097,Quinagolide,Norprolac
DB09098,Somatrem + Water,Protropin - Kit Im Sc 5mg/vial
DB09099,Somatostatin,Stilamin - Pws IV  3mg/amp
DB09100,"Thyroid, porcine",Armour Thyroid
DB05618,Cobicistat + Elvitegravir + Emtricitabine + Tenofovir alafenamide,Genvoya
DB09102,Daclatasvir,Daklinza
DB09103,Ancestim + Water,Stemgen
DB09104,Magnesium hydroxide + Silodrate,Inon Ace
DB09105,Asfotase Alfa,Strensiq
DB09106,Hydroxyethyl Starch,Hetastarch In Sodium Chloride
DB06279,Methoxy polyethylene glycol-epoetin beta,Mircera
DB09108,Simoctocog Alfa + Water,Nuwiq
DB09109,Turoctocog alfa,Zonovate
DB09110,Coenzyme M,Mesna
DB09111,Pentastarch,Pentaspan
DB09112,Nitrous acid,"Sodium Nitrite Injection, USP"
DB09113,Poractant alfa,Curosurf
DB09114,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)) + Colfosceril palmitate + Palmitic Acid + Sinapultide,Surfaxin
DB09115,Diiodohydroxyquinoline + Sulfadiazine + Undecylenate,Ovoquinol Crm Vaginale
DB09116,Calcium carbimide,Temposil Tab 50mg
DB09117,Paraldehyde,Paraldehyde Injection BP
DB09118,Stiripentol,Diacomit
DB09119,Eslicarbazepine acetate,Aptiom
DB09120,Zucapsaicin,Zuacta
DB09121,Aurothioglucose,Solganal Inj 50mg/ml
DB09122,Peginterferon beta-1a + Peginterferon beta-1a,Plegridy
DB09123,Dienogest + Dienogest + Estradiol valerate + Estradiol valerate + Estradiol valerate + Estradiol valerate,Natazia
DB09124,Medrogestone,Colprone Tab 5mg
DB09125,Potassium Citrate,Potassium Citrate
DB09126,Chorionic Gonadotropin (Human),Novarel
DB09128,Brexpiprazole,Rexulti
DB09129,Chromic chloride,Actichrom
DB09130,Beta carotene + Biotin + Calcium + Chromium + Copper + Cyanocobalamin + Folic Acid + Iron + Magnesium + Niacin + Pantothenic acid + Phosphorus + Potassium + Potassium Iodide + Pyridoxine + Riboflavin + Selenious acid + Thiamine + Vitamin C + Vitamin D + Vitamin E + Zinc,Vc II
DB09131,Cupric Chloride,Copper
DB09132,Gadoteric acid,Dotarem
DB09133,Iothalamic acid,Glofil-125
DB09134,Ioversol,Optiray 160 (ultraject)
DB09135,Ioxilan,Oxilan
DB09136,Isosulfan blue,Isosulfan Blue
DB09137,Technetium Tc-99m mebrofenin,Choletec
DB09138,Technetium Tc-99m medronate,Technetium Tc 99m Medronate
DB09139,Technetium Tc-99m oxidronate,Technescan HDP
DB09140,Oxygen,Oxygen (family 1st Medical)
DB09141,Protamine sulfate,Protamine Sulfate Injection USP
DB09142,Sincalide,Kinevac
DB09143,Sonidegib,Odomzo
DB05425,Uridine triacetate,Xuriden
DB09145,Water,Sterile Water
DB06790,Biotin + Cholecalciferol + Copper gluconate + Cyanocobalamin + D-alpha-Tocopherol acetate + Folic Acid + Heme iron polypeptide + Iron saccharate + Nicotinamide + Pantothenic acid + Potassium Iodide + Pyridoxine + Riboflavin + Selenic acid + Thiamine + Zinc oxide,Vp-heme Ob
DB09148,Florbetaben (18F),Neuraceq
DB09149,Florbetapir (18F),Amyvid
DB09151,Flutemetamol (18F),Vizamyl
DB09152,Nitrogen,Nitrogen
DB09153,Gluconic Acid + Magnesium chloride + Potassium Chloride + Sodium acetate + Sodium Chloride,Physiosol
DB09159,Citric Acid + D-glucose + Sodium Citrate,Acd A
DB09155,Helium,Helium
DB09156,Iopromide,Ultravist
DB09157,Carbon dioxide,Carbon Dioxide
DB09158,Trypan blue free acid,Membraneblue
DB09161,Technetium Tc-99m sestamibi,Technetium Tc 99m Sestamibi
DB09163,Technetium Tc-99m exametazime,Drax Exametazime
DB09164,Technetium Tc-99m disofenin,Kit for the Preparation of Technetium Tc99m Disofenin
DB09417,Technetium Tc-99m pyrophosphate,Kit for the Preparation of Technetium Tc99m Pyrophosphate
DB09183,Dasabuvir + Ombitasvir + Paritaprevir + Ritonavir,Viekira XR
DB09208,Pegloticase,Krystexxa
DB09222,Fibrinogen Human + Human Thrombin,ARTISS Frozen
DB09228,Conestat alfa,Ruconest
DB09241,Hyoscyamine + Methenamine + Methylene blue + Phenyl salicylate + Sodium phosphate,UroAv-B
